"GO.ID","Term","Annotated","Significant","Expected","pval.fis"
"GO:0008277","regulation of G-protein coupled receptor...",51,8,4.14,"0.05150"
"GO:0006805","xenobiotic metabolic process",18,4,1.46,"0.05269"
"GO:0051693","actin filament capping",18,4,1.46,"0.05269"
"GO:0071466","cellular response to xenobiotic stimulus",18,4,1.46,"0.05269"
"GO:0019627","urea metabolic process",11,3,0.89,"0.05367"
"GO:0042771","DNA damage response, signal transduction...",11,3,0.89,"0.05367"
"GO:0006527","arginine catabolic process",5,2,0.41,"0.05574"
"GO:0006729","tetrahydrobiopterin biosynthetic process",5,2,0.41,"0.05574"
"GO:0006842","tricarboxylic acid transport",5,2,0.41,"0.05574"
"GO:0010669","epithelial structure maintenance",5,2,0.41,"0.05574"
"GO:0015746","citrate transport",5,2,0.41,"0.05574"
"GO:0030277","maintenance of gastrointestinal epitheli...",5,2,0.41,"0.05574"
"GO:0032025","response to cobalt ion",5,2,0.41,"0.05574"
"GO:0042435","indole derivative biosynthetic process",5,2,0.41,"0.05574"
"GO:0042791","5S class rRNA transcription",5,2,0.41,"0.05574"
"GO:0042797","tRNA transcription from RNA polymerase I...",5,2,0.41,"0.05574"
"GO:0045213","neurotransmitter receptor metabolic proc...",5,2,0.41,"0.05574"
"GO:0046219","indolalkylamine biosynthetic process",5,2,0.41,"0.05574"
"GO:0046469","platelet activating factor metabolic pro...",5,2,0.41,"0.05574"
"GO:0055094","response to lipoprotein stimulus",5,2,0.41,"0.05574"
"GO:0070846","Hsp90 deacetylation",5,2,0.41,"0.05574"
"GO:0030041","actin filament polymerization",61,9,4.95,"0.05627"
"GO:0006351","transcription, DNA-dependent",1852,168,150.24,"0.05831"
"GO:0043122","regulation of I-kappaB kinase/NF-kappaB ...",100,13,8.11,"0.06038"
"GO:0007249","I-kappaB kinase/NF-kappaB cascade",140,17,11.36,"0.06082"
"GO:0006955","immune response",663,65,53.78,"0.06183"
"GO:0032774","RNA biosynthetic process",1856,168,150.56,"0.06193"
"GO:0042773","ATP synthesis coupled electron transport",53,8,4.3,"0.06229"
"GO:0042775","mitochondrial ATP synthesis coupled elec...",53,8,4.3,"0.06229"
"GO:0030835","negative regulation of actin filament de...",19,4,1.54,"0.06261"
"GO:0031640","killing of cells of another organism",19,4,1.54,"0.06261"
"GO:0033143","regulation of steroid hormone receptor s...",19,4,1.54,"0.06261"
"GO:0009620","response to fungus",27,5,2.19,"0.06298"
"GO:0006486","protein amino acid glycosylation",111,14,9,"0.06483"
"GO:0043413","macromolecule glycosylation",111,14,9,"0.06483"
"GO:0070085","glycosylation",111,14,9,"0.06483"
"GO:0010639","negative regulation of organelle organiz...",82,11,6.65,"0.06657"
"GO:0055093","response to hyperoxia",12,3,0.97,"0.06737"
"GO:0033044","regulation of chromosome organization",36,6,2.92,"0.06741"
"GO:0050848","regulation of calcium-mediated signaling",20,4,1.62,"0.07344"
"GO:0009101","glycoprotein biosynthetic process",154,18,12.49,"0.07389"
"GO:0009100","glycoprotein metabolic process",196,22,15.9,"0.07471"
"GO:0009310","amine catabolic process",74,10,6,"0.07485"
"GO:0032313","regulation of Rab GTPase activity",46,7,3.73,"0.07562"
"GO:0032482","Rab protein signal transduction",46,7,3.73,"0.07562"
"GO:0032483","regulation of Rab protein signal transdu...",46,7,3.73,"0.07562"
"GO:0006123","mitochondrial electron transport, cytoch...",6,2,0.49,"0.07919"
"GO:0006577","betaine metabolic process",6,2,0.49,"0.07919"
"GO:0007494","midgut development",6,2,0.49,"0.07919"
"GO:0009437","carnitine metabolic process",6,2,0.49,"0.07919"
"GO:0046146","tetrahydrobiopterin metabolic process",6,2,0.49,"0.07919"
"GO:0060765","regulation of androgen receptor signalin...",6,2,0.49,"0.07919"
"GO:0015893","drug transport",13,3,1.05,"0.08248"
"GO:0031058","positive regulation of histone modificat...",13,3,1.05,"0.08248"
"GO:0032309","icosanoid secretion",13,3,1.05,"0.08248"
"GO:0034405","response to fluid shear stress",13,3,1.05,"0.08248"
"GO:0060742","epithelial cell differentiation involved...",13,3,1.05,"0.08248"
"GO:0042058","regulation of epidermal growth factor re...",21,4,1.7,"0.08515"
"GO:0008154","actin polymerization or depolymerization",76,10,6.17,"0.08622"
"GO:0006690","icosanoid metabolic process",48,7,3.89,"0.09067"
"GO:0050909","sensory perception of taste",39,6,3.16,"0.09223"
"GO:0007009","plasma membrane organization",22,4,1.78,"0.09770"
"GO:0009410","response to xenobiotic stimulus",22,4,1.78,"0.09770"
"GO:0030834","regulation of actin filament depolymeriz...",22,4,1.78,"0.09770"
"GO:0042417","dopamine metabolic process",22,4,1.78,"0.09770"
"GO:0006586","indolalkylamine metabolic process",14,3,1.14,"0.09890"
"GO:0007176","regulation of epidermal growth factor re...",14,3,1.14,"0.09890"
"GO:0008088","axon cargo transport",14,3,1.14,"0.09890"
"GO:0008209","androgen metabolic process",14,3,1.14,"0.09890"
"GO:0042430","indole and derivative metabolic process",14,3,1.14,"0.09890"
"GO:0042434","indole derivative metabolic process",14,3,1.14,"0.09890"
"GO:0048662","negative regulation of smooth muscle cel...",14,3,1.14,"0.09890"
"GO:0071715","icosanoid transport",14,3,1.14,"0.09890"
"GO:0030168","platelet activation",31,5,2.51,"0.10192"
"GO:0031334","positive regulation of protein complex a...",31,5,2.51,"0.10192"
"GO:0043623","cellular protein complex assembly",204,22,16.55,"0.10353"
"GO:0006303","double-strand break repair via nonhomolo...",7,2,0.57,"0.10505"
"GO:0007158","neuron cell-cell adhesion",7,2,0.57,"0.10505"
"GO:0009133","nucleoside diphosphate biosynthetic proc...",7,2,0.57,"0.10505"
"GO:0019047","provirus integration",7,2,0.57,"0.10505"
"GO:0030069","lysogeny",7,2,0.57,"0.10505"
"GO:0032855","positive regulation of Rac GTPase activi...",7,2,0.57,"0.10505"
"GO:0034587","piRNA metabolic process",7,2,0.57,"0.10505"
"GO:0042538","hyperosmotic salinity response",7,2,0.57,"0.10505"
"GO:0045672","positive regulation of osteoclast differ...",7,2,0.57,"0.10505"
"GO:0045717","negative regulation of fatty acid biosyn...",7,2,0.57,"0.10505"
"GO:0051972","regulation of telomerase activity",7,2,0.57,"0.10505"
"GO:0060412","ventricular septum morphogenesis",7,2,0.57,"0.10505"
"GO:0009064","glutamine family amino acid metabolic pr...",50,7,4.06,"0.10727"
"GO:0009411","response to UV",60,8,4.87,"0.11038"
"GO:0030042","actin filament depolymerization",23,4,1.87,"0.11106"
"GO:0045669","positive regulation of osteoblast differ...",23,4,1.87,"0.11106"
"GO:0046209","nitric oxide metabolic process",41,6,3.33,"0.11116"
"GO:0007005","mitochondrion organization",121,14,9.82,"0.11216"
"GO:0000272","polysaccharide catabolic process",32,5,2.6,"0.11318"
"GO:0033559","unsaturated fatty acid metabolic process",51,7,4.14,"0.11615"
"GO:0051494","negative regulation of cytoskeleton orga...",51,7,4.14,"0.11615"
"GO:0035023","regulation of Rho protein signal transdu...",101,12,8.19,"0.11629"
"GO:0002028","regulation of sodium ion transport",15,3,1.22,"0.11649"
"GO:0050794","regulation of cellular process",6382,537,517.73,"0.11740"
"GO:0051258","protein polymerization",102,12,8.27,"0.12265"
"GO:0008624","induction of apoptosis by extracellular ...",92,11,7.46,"0.12467"
"GO:0043123","positive regulation of I-kappaB kinase/N...",92,11,7.46,"0.12467"
"GO:0002286","T cell activation during immune response",24,4,1.95,"0.12518"
"GO:0007140","male meiosis",24,4,1.95,"0.12518"
"GO:0051262","protein tetramerization",43,6,3.49,"0.13190"
"GO:0006560","proline metabolic process",8,2,0.65,"0.13278"
"GO:0006983","ER overload response",8,2,0.65,"0.13278"
"GO:0009135","purine nucleoside diphosphate metabolic ...",8,2,0.65,"0.13278"
"GO:0009179","purine ribonucleoside diphosphate metabo...",8,2,0.65,"0.13278"
"GO:0019369","arachidonic acid metabolic process",8,2,0.65,"0.13278"
"GO:0033194","response to hydroperoxide",8,2,0.65,"0.13278"
"GO:0033762","response to glucagon stimulus",8,2,0.65,"0.13278"
"GO:0035313","wound healing, spreading of epidermal ce...",8,2,0.65,"0.13278"
"GO:0048484","enteric nervous system development",8,2,0.65,"0.13278"
"GO:0070306","lens fiber cell differentiation",8,2,0.65,"0.13278"
"GO:0002244","hemopoietic progenitor cell differentiat...",16,3,1.3,"0.13515"
"GO:0008633","activation of pro-apoptotic gene product...",16,3,1.3,"0.13515"
"GO:0009132","nucleoside diphosphate metabolic process",16,3,1.3,"0.13515"
"GO:0009651","response to salt stress",16,3,1.3,"0.13515"
"GO:0031575","G1/S transition checkpoint",16,3,1.3,"0.13515"
"GO:0022904","respiratory electron transport chain",63,8,5.11,"0.13582"
"GO:0006576","cellular biogenic amine metabolic proces...",104,12,8.44,"0.13595"
"GO:0043242","negative regulation of protein complex d...",34,5,2.76,"0.13735"
"GO:0006493","protein amino acid O-linked glycosylatio...",25,4,2.03,"0.14001"
"GO:0010970","microtubule-based transport",25,4,2.03,"0.14001"
"GO:0045670","regulation of osteoclast differentiation",25,4,2.03,"0.14001"
"GO:0032318","regulation of Ras GTPase activity",105,12,8.52,"0.14288"
"GO:0044282","small molecule catabolic process",235,24,19.06,"0.14306"
"GO:0001894","tissue homeostasis",74,9,6,"0.14360"
"GO:0009063","cellular amino acid catabolic process",64,8,5.19,"0.14490"
"GO:0006119","oxidative phosphorylation",106,12,8.6,"0.14999"
"GO:0031047","gene silencing by RNA",35,5,2.84,"0.15023"
"GO:0006914","autophagy",45,6,3.65,"0.15434"
"GO:0006637","acyl-CoA metabolic process",17,3,1.38,"0.15475"
"GO:0009084","glutamine family amino acid biosynthetic...",17,3,1.38,"0.15475"
"GO:0009146","purine nucleoside triphosphate catabolic...",17,3,1.38,"0.15475"
"GO:0035383","thioester metabolic process",17,3,1.38,"0.15475"
"GO:0046503","glycerolipid catabolic process",17,3,1.38,"0.15475"
"GO:0006284","base-excision repair",26,4,2.11,"0.15549"
"GO:0016052","carbohydrate catabolic process",118,13,9.57,"0.15981"
"GO:0001573","ganglioside metabolic process",9,2,0.73,"0.16190"
"GO:0003084","positive regulation of systemic arterial...",9,2,0.73,"0.16190"
"GO:0006013","mannose metabolic process",9,2,0.73,"0.16190"
"GO:0006998","nuclear envelope organization",9,2,0.73,"0.16190"
"GO:0007413","axonal fasciculation",9,2,0.73,"0.16190"
"GO:0009185","ribonucleoside diphosphate metabolic pro...",9,2,0.73,"0.16190"
"GO:0010869","regulation of receptor biosynthetic proc...",9,2,0.73,"0.16190"
"GO:0016925","protein sumoylation",9,2,0.73,"0.16190"
"GO:0030212","hyaluronan metabolic process",9,2,0.73,"0.16190"
"GO:0031571","G1/S DNA damage checkpoint",9,2,0.73,"0.16190"
"GO:0032715","negative regulation of interleukin-6 pro...",9,2,0.73,"0.16190"
"GO:0035065","regulation of histone acetylation",9,2,0.73,"0.16190"
"GO:0042053","regulation of dopamine metabolic process",9,2,0.73,"0.16190"
"GO:0042738","exogenous drug catabolic process",9,2,0.73,"0.16190"
"GO:0045922","negative regulation of fatty acid metabo...",9,2,0.73,"0.16190"
"GO:0047496","vesicle transport along microtubule",9,2,0.73,"0.16190"
"GO:0050482","arachidonic acid secretion",9,2,0.73,"0.16190"
"GO:0050930","induction of positive chemotaxis",9,2,0.73,"0.16190"
"GO:0060438","trachea development",9,2,0.73,"0.16190"
"GO:0006584","catecholamine metabolic process",36,5,2.92,"0.16358"
"GO:0009712","catechol metabolic process",36,5,2.92,"0.16358"
"GO:0034311","diol metabolic process",36,5,2.92,"0.16358"
"GO:0008202","steroid metabolic process",217,22,17.6,"0.16360"
"GO:0051259","protein oligomerization",184,19,14.93,"0.16469"
"GO:0044106","cellular amine metabolic process",330,32,26.77,"0.16646"
"GO:0008285","negative regulation of cell proliferatio...",353,34,28.64,"0.16761"
"GO:0033043","regulation of organelle organization",207,21,16.79,"0.16956"
"GO:0051260","protein homooligomerization",98,11,7.95,"0.16975"
"GO:0000209","protein polyubiquitination",27,4,2.19,"0.17158"
"GO:0045494","photoreceptor cell maintenance",18,3,1.46,"0.17516"
"GO:0002263","cell activation during immune response",57,7,4.62,"0.17677"
"GO:0002366","leukocyte activation during immune respo...",57,7,4.62,"0.17677"
"GO:0001936","regulation of endothelial cell prolifera...",37,5,3,"0.17739"
"GO:0006120","mitochondrial electron transport, NADH t...",37,5,3,"0.17739"
"GO:0007093","mitotic cell cycle checkpoint",37,5,3,"0.17739"
"GO:0007127","meiosis I",37,5,3,"0.17739"
"GO:0018958","phenol metabolic process",37,5,3,"0.17739"
"GO:0007018","microtubule-based movement",110,12,8.92,"0.18023"
"GO:0016054","organic acid catabolic process",121,13,9.82,"0.18179"
"GO:0046395","carboxylic acid catabolic process",121,13,9.82,"0.18179"
"GO:0045453","bone resorption",28,4,2.27,"0.18822"
"GO:0051289","protein homotetramerization",28,4,2.27,"0.18822"
"GO:0000050","urea cycle",10,2,0.81,"0.19200"
"GO:0003281","ventricular septum development",10,2,0.81,"0.19200"
"GO:0006570","tyrosine metabolic process",10,2,0.81,"0.19200"
"GO:0007096","regulation of exit from mitosis",10,2,0.81,"0.19200"
"GO:0007213","muscarinic acetylcholine receptor signal...",10,2,0.81,"0.19200"
"GO:0007567","parturition",10,2,0.81,"0.19200"
"GO:0010256","endomembrane system organization",10,2,0.81,"0.19200"
"GO:0015671","oxygen transport",10,2,0.81,"0.19200"
"GO:0031057","negative regulation of histone modificat...",10,2,0.81,"0.19200"
"GO:0045885","positive regulation of survival gene pro...",10,2,0.81,"0.19200"
"GO:0046329","negative regulation of JNK cascade",10,2,0.81,"0.19200"
"GO:0046689","response to mercury ion",10,2,0.81,"0.19200"
"GO:0051865","protein autoubiquitination",10,2,0.81,"0.19200"
"GO:0060411","cardiac septum morphogenesis",10,2,0.81,"0.19200"
"GO:0007165","signal transduction",3095,263,251.08,"0.19521"
"GO:0045987","positive regulation of smooth muscle con...",19,3,1.54,"0.19627"
"GO:0050926","regulation of positive chemotaxis",19,3,1.54,"0.19627"
"GO:0050927","positive regulation of positive chemotax...",19,3,1.54,"0.19627"
"GO:0042445","hormone metabolic process",112,12,9.09,"0.19637"
"GO:0044087","regulation of cellular component biogene...",134,14,10.87,"0.19753"
"GO:0046578","regulation of Ras protein signal transdu...",212,21,17.2,"0.19816"
"GO:0055114","oxidation reduction",628,57,50.95,"0.20114"
"GO:0009166","nucleotide catabolic process",49,6,3.98,"0.20369"
"GO:0002285","lymphocyte activation during immune resp...",29,4,2.35,"0.20534"
"GO:0030330","DNA damage response, signal transduction...",29,4,2.35,"0.20534"
"GO:0009308","amine metabolic process",431,40,34.96,"0.20565"
"GO:0006809","nitric oxide biosynthetic process",39,5,3.16,"0.20624"
"GO:0051291","protein heterooligomerization",60,7,4.87,"0.21127"
"GO:0006026","aminoglycan catabolic process",20,3,1.62,"0.21794"
"GO:0007212","dopamine receptor signaling pathway",20,3,1.62,"0.21794"
"GO:0009143","nucleoside triphosphate catabolic proces...",20,3,1.62,"0.21794"
"GO:0030032","lamellipodium assembly",20,3,1.62,"0.21794"
"GO:0032651","regulation of interleukin-1 beta product...",20,3,1.62,"0.21794"
"GO:0032652","regulation of interleukin-1 production",20,3,1.62,"0.21794"
"GO:0043299","leukocyte degranulation",20,3,1.62,"0.21794"
"GO:0046131","pyrimidine ribonucleoside metabolic proc...",20,3,1.62,"0.21794"
"GO:0007586","digestion",82,9,6.65,"0.21905"
"GO:0032956","regulation of actin cytoskeleton organiz...",82,9,6.65,"0.21905"
"GO:0044275","cellular carbohydrate catabolic process",93,10,7.54,"0.22076"
"GO:0051261","protein depolymerization",40,5,3.24,"0.22121"
"GO:0000726","non-recombinational repair",11,2,0.89,"0.22275"
"GO:0002070","epithelial cell maturation",11,2,0.89,"0.22275"
"GO:0005980","glycogen catabolic process",11,2,0.89,"0.22275"
"GO:0006360","transcription from RNA polymerase I prom...",11,2,0.89,"0.22275"
"GO:0006525","arginine metabolic process",11,2,0.89,"0.22275"
"GO:0007128","meiotic prophase I",11,2,0.89,"0.22275"
"GO:0009251","glucan catabolic process",11,2,0.89,"0.22275"
"GO:0009264","deoxyribonucleotide catabolic process",11,2,0.89,"0.22275"
"GO:0014829","vascular smooth muscle contraction",11,2,0.89,"0.22275"
"GO:0030858","positive regulation of epithelial cell d...",11,2,0.89,"0.22275"
"GO:0042737","drug catabolic process",11,2,0.89,"0.22275"
"GO:0043604","amide biosynthetic process",11,2,0.89,"0.22275"
"GO:0044247","cellular polysaccharide catabolic proces...",11,2,0.89,"0.22275"
"GO:0045123","cellular extravasation",11,2,0.89,"0.22275"
"GO:0045839","negative regulation of mitosis",11,2,0.89,"0.22275"
"GO:0045909","positive regulation of vasodilation",11,2,0.89,"0.22275"
"GO:0046636","negative regulation of alpha-beta T cell...",11,2,0.89,"0.22275"
"GO:0050820","positive regulation of coagulation",11,2,0.89,"0.22275"
"GO:0051324","prophase",11,2,0.89,"0.22275"
"GO:0051784","negative regulation of nuclear division",11,2,0.89,"0.22275"
"GO:0060325","face morphogenesis",11,2,0.89,"0.22275"
"GO:0030316","osteoclast differentiation",30,4,2.43,"0.22289"
"GO:0032319","regulation of Rho GTPase activity",30,4,2.43,"0.22289"
"GO:0045777","positive regulation of blood pressure",30,4,2.43,"0.22289"
"GO:0016042","lipid catabolic process",205,20,16.63,"0.22485"
"GO:0019722","calcium-mediated signaling",51,6,4.14,"0.23027"
"GO:0043542","endothelial cell migration",51,6,4.14,"0.23027"
"GO:0051346","negative regulation of hydrolase activit...",51,6,4.14,"0.23027"
"GO:0002376","immune system process",1017,89,82.5,"0.23472"
"GO:0000077","DNA damage checkpoint",41,5,3.33,"0.23649"
"GO:0032970","regulation of actin filament-based proce...",84,9,6.81,"0.23998"
"GO:0000038","very-long-chain fatty acid metabolic pro...",21,3,1.7,"0.24007"
"GO:0010171","body morphogenesis",21,3,1.7,"0.24007"
"GO:0016601","Rac protein signal transduction",21,3,1.7,"0.24007"
"GO:0043525","positive regulation of neuron apoptosis",21,3,1.7,"0.24007"
"GO:0046688","response to copper ion",21,3,1.7,"0.24007"
"GO:0008156","negative regulation of DNA replication",31,4,2.51,"0.24081"
"GO:0009309","amine biosynthetic process",85,9,6.9,"0.25069"
"GO:0046164","alcohol catabolic process",85,9,6.9,"0.25069"
"GO:0006183","GTP biosynthetic process",12,2,0.97,"0.25382"
"GO:0006228","UTP biosynthetic process",12,2,0.97,"0.25382"
"GO:0007143","female meiosis",12,2,0.97,"0.25382"
"GO:0007250","activation of NF-kappaB-inducing kinase ...",12,2,0.97,"0.25382"
"GO:0010460","positive regulation of heart rate",12,2,0.97,"0.25382"
"GO:0015012","heparan sulfate proteoglycan biosyntheti...",12,2,0.97,"0.25382"
"GO:0021697","cerebellar cortex formation",12,2,0.97,"0.25382"
"GO:0032720","negative regulation of tumor necrosis fa...",12,2,0.97,"0.25382"
"GO:0045351","type I interferon biosynthetic process",12,2,0.97,"0.25382"
"GO:0045671","negative regulation of osteoclast differ...",12,2,0.97,"0.25382"
"GO:0046051","UTP metabolic process",12,2,0.97,"0.25382"
"GO:0051354","negative regulation of oxidoreductase ac...",12,2,0.97,"0.25382"
"GO:0060736","prostate gland growth",12,2,0.97,"0.25382"
"GO:0070303","negative regulation of stress-activated ...",12,2,0.97,"0.25382"
"GO:0016070","RNA metabolic process",2449,207,198.67,"0.25944"
"GO:0044242","cellular lipid catabolic process",97,10,7.87,"0.26068"
"GO:0010043","response to zinc ion",22,3,1.78,"0.26255"
"GO:0043954","cellular component maintenance",22,3,1.78,"0.26255"
"GO:0048538","thymus development",22,3,1.78,"0.26255"
"GO:0001935","endothelial cell proliferation",43,5,3.49,"0.26787"
"GO:0043244","regulation of protein complex disassembl...",43,5,3.49,"0.26787"
"GO:0000245","spliceosome assembly",33,4,2.68,"0.27753"
"GO:0006195","purine nucleotide catabolic process",33,4,2.68,"0.27753"
"GO:0007266","Rho protein signal transduction",133,13,10.79,"0.28212"
"GO:0044271","cellular nitrogen compound biosynthetic ...",202,19,16.39,"0.28326"
"GO:0015711","organic anion transport",44,5,3.57,"0.28389"
"GO:0031570","DNA integrity checkpoint",44,5,3.57,"0.28389"
"GO:0001832","blastocyst growth",13,2,1.05,"0.28497"
"GO:0001954","positive regulation of cell-matrix adhes...",13,2,1.05,"0.28497"
"GO:0002279","mast cell activation during immune respo...",13,2,1.05,"0.28497"
"GO:0002448","mast cell mediated immunity",13,2,1.05,"0.28497"
"GO:0003279","cardiac septum development",13,2,1.05,"0.28497"
"GO:0006027","glycosaminoglycan catabolic process",13,2,1.05,"0.28497"
"GO:0006200","ATP catabolic process",13,2,1.05,"0.28497"
"GO:0006241","CTP biosynthetic process",13,2,1.05,"0.28497"
"GO:0006349","regulation of gene expression by genetic...",13,2,1.05,"0.28497"
"GO:0006972","hyperosmotic response",13,2,1.05,"0.28497"
"GO:0009208","pyrimidine ribonucleoside triphosphate m...",13,2,1.05,"0.28497"
"GO:0009209","pyrimidine ribonucleoside triphosphate b...",13,2,1.05,"0.28497"
"GO:0009886","post-embryonic morphogenesis",13,2,1.05,"0.28497"
"GO:0021533","cell differentiation in hindbrain",13,2,1.05,"0.28497"
"GO:0032722","positive regulation of chemokine product...",13,2,1.05,"0.28497"
"GO:0032800","receptor biosynthetic process",13,2,1.05,"0.28497"
"GO:0042346","positive regulation of NF-kappaB import ...",13,2,1.05,"0.28497"
"GO:0042423","catecholamine biosynthetic process",13,2,1.05,"0.28497"
"GO:0042559","pteridine and derivative biosynthetic pr...",13,2,1.05,"0.28497"
"GO:0043303","mast cell degranulation",13,2,1.05,"0.28497"
"GO:0043502","regulation of muscle adaptation",13,2,1.05,"0.28497"
"GO:0044036","cell wall macromolecule metabolic proces...",13,2,1.05,"0.28497"
"GO:0046036","CTP metabolic process",13,2,1.05,"0.28497"
"GO:0048246","macrophage chemotaxis",13,2,1.05,"0.28497"
"GO:0050853","B cell receptor signaling pathway",13,2,1.05,"0.28497"
"GO:0071514","genetic imprinting",13,2,1.05,"0.28497"
"GO:0071554","cell wall organization or biogenesis",13,2,1.05,"0.28497"
"GO:0001938","positive regulation of endothelial cell ...",23,3,1.87,"0.28528"
"GO:0006692","prostanoid metabolic process",23,3,1.87,"0.28528"
"GO:0006693","prostaglandin metabolic process",23,3,1.87,"0.28528"
"GO:0008630","DNA damage response, signal transduction...",23,3,1.87,"0.28528"
"GO:0032611","interleukin-1 beta production",23,3,1.87,"0.28528"
"GO:0032642","regulation of chemokine production",23,3,1.87,"0.28528"
"GO:0042558","pteridine and derivative metabolic proce...",23,3,1.87,"0.28528"
"GO:0045429","positive regulation of nitric oxide bios...",23,3,1.87,"0.28528"
"GO:0050918","positive chemotaxis",23,3,1.87,"0.28528"
"GO:0002573","myeloid leukocyte differentiation",77,8,6.25,"0.28551"
"GO:0043087","regulation of GTPase activity",122,12,9.9,"0.28552"
"GO:0006289","nucleotide-excision repair",55,6,4.46,"0.28626"
"GO:0010952","positive regulation of peptidase activit...",55,6,4.46,"0.28626"
"GO:0030203","glycosaminoglycan metabolic process",55,6,4.46,"0.28626"
"GO:0043280","positive regulation of caspase activity",55,6,4.46,"0.28626"
"GO:0032640","tumor necrosis factor production",34,4,2.76,"0.29622"
"GO:0032680","regulation of tumor necrosis factor prod...",34,4,2.76,"0.29622"
"GO:0006022","aminoglycan metabolic process",67,7,5.44,"0.29965"
"GO:0018130","heterocycle biosynthetic process",67,7,5.44,"0.29965"
"GO:0005975","carbohydrate metabolic process",559,49,45.35,"0.30366"
"GO:0009066","aspartate family amino acid metabolic pr...",24,3,1.95,"0.30815"
"GO:0009395","phospholipid catabolic process",24,3,1.95,"0.30815"
"GO:0030101","natural killer cell activation",24,3,1.95,"0.30815"
"GO:0032273","positive regulation of protein polymeriz...",24,3,1.95,"0.30815"
"GO:0032612","interleukin-1 production",24,3,1.95,"0.30815"
"GO:0045933","positive regulation of muscle contractio...",24,3,1.95,"0.30815"
"GO:0009056","catabolic process",992,85,80.47,"0.30946"
"GO:0046700","heterocycle catabolic process",79,8,6.41,"0.30985"
"GO:0009636","response to toxin",68,7,5.52,"0.31292"
"GO:0046849","bone remodeling",35,4,2.84,"0.31506"
"GO:0048863","stem cell differentiation",35,4,2.84,"0.31506"
"GO:0001937","negative regulation of endothelial cell ...",14,2,1.14,"0.31599"
"GO:0006544","glycine metabolic process",14,2,1.14,"0.31599"
"GO:0007616","long-term memory",14,2,1.14,"0.31599"
"GO:0009148","pyrimidine nucleoside triphosphate biosy...",14,2,1.14,"0.31599"
"GO:0010458","exit from mitosis",14,2,1.14,"0.31599"
"GO:0015074","DNA integration",14,2,1.14,"0.31599"
"GO:0015669","gas transport",14,2,1.14,"0.31599"
"GO:0046039","GTP metabolic process",14,2,1.14,"0.31599"
"GO:0051647","nucleus localization",14,2,1.14,"0.31599"
