"GO.ID","Term","Annotated","Significant","Expected","pval.fis"
"GO:0051252","regulation of RNA metabolic process",1777,882,665.07,"1.3e-29"
"GO:0010646","regulation of cell communication",1059,568,396.35,"4.4e-29"
"GO:0006350","transcription",2557,1203,956.99,"1.2e-28"
"GO:0030182","neuron differentiation",552,332,206.59,"2.1e-28"
"GO:0009790","embryonic development",672,389,251.51,"2.2e-28"
"GO:0045595","regulation of cell differentiation",548,328,205.1,"1.5e-27"
"GO:0048519","negative regulation of biological proces...",1798,881,672.93,"3.6e-27"
"GO:0010557","positive regulation of macromolecule bio...",675,386,252.63,"1.0e-26"
"GO:0007154","cell communication",3961,1756,1482.46,"1.2e-26"
"GO:0048523","negative regulation of cellular process",1631,808,610.42,"1.3e-26"
"GO:0050793","regulation of developmental process",1381,700,516.86,"2.2e-26"
"GO:0010604","positive regulation of macromolecule met...",871,475,325.98,"2.2e-26"
"GO:0006366","transcription from RNA polymerase II pro...",865,472,323.74,"2.8e-26"
"GO:0010628","positive regulation of gene expression",608,353,227.55,"4.1e-26"
"GO:0031328","positive regulation of cellular biosynth...",724,407,270.97,"4.3e-26"
"GO:0051239","regulation of multicellular organismal p...",1043,551,390.36,"4.7e-26"
"GO:0009891","positive regulation of biosynthetic proc...",733,411,274.34,"4.9e-26"
"GO:0007417","central nervous system development",479,291,179.27,"5.6e-26"
"GO:0006351","transcription, DNA-dependent",1853,898,693.51,"1.0e-25"
"GO:0009893","positive regulation of metabolic process",941,504,352.18,"1.4e-25"
"GO:0031325","positive regulation of cellular metaboli...",901,486,337.21,"1.5e-25"
"GO:0032774","RNA biosynthetic process",1857,899,695.01,"1.5e-25"
"GO:0045941","positive regulation of transcription",584,340,218.57,"1.8e-25"
"GO:0007389","pattern specification process",299,199,111.9,"5.8e-25"
"GO:0045935","positive regulation of nucleobase, nucle...",661,374,247.39,"1.0e-24"
"GO:0000904","cell morphogenesis involved in different...",322,210,120.51,"1.5e-24"
"GO:0045893","positive regulation of transcription, DN...",497,296,186.01,"2.0e-24"
"GO:0010629","negative regulation of gene expression",519,306,194.24,"3.2e-24"
"GO:0051173","positive regulation of nitrogen compound...",682,382,255.25,"4.1e-24"
"GO:0051254","positive regulation of RNA metabolic pro...",504,298,188.63,"6.9e-24"
"GO:0032989","cellular component morphogenesis",477,285,178.52,"7.4e-24"
"GO:0009966","regulation of signal transduction",880,471,329.35,"7.9e-24"
"GO:0048666","neuron development",411,252,153.82,"2.0e-23"
"GO:0000902","cell morphogenesis",434,263,162.43,"2.4e-23"
"GO:0031175","neuron projection development",338,215,126.5,"5.1e-23"
"GO:0045944","positive regulation of transcription fro...",394,241,147.46,"3.0e-22"
"GO:0030030","cell projection organization",467,276,174.78,"3.8e-22"
"GO:0016481","negative regulation of transcription",464,274,173.66,"6.4e-22"
"GO:0007167","enzyme linked receptor protein signaling...",446,265,166.92,"9.2e-22"
"GO:0003002","regionalization",229,156,85.71,"2.2e-21"
"GO:0007409","axonogenesis",240,161,89.82,"5.8e-21"
"GO:0006928","cell motion",622,345,232.79,"6.9e-21"
"GO:0051674","localization of cell",622,345,232.79,"6.9e-21"
"GO:0048812","neuron projection morphogenesis",272,177,101.8,"1.0e-20"
"GO:0048667","cell morphogenesis involved in neuron di...",274,178,102.55,"1.0e-20"
"GO:0007267","cell-cell signaling",688,374,257.49,"1.6e-20"
"GO:0007420","brain development",339,210,126.88,"1.8e-20"
"GO:0048858","cell projection morphogenesis",279,180,104.42,"1.9e-20"
"GO:0048729","tissue morphogenesis",320,200,119.76,"3.5e-20"
"GO:0010605","negative regulation of macromolecule met...",723,388,270.59,"5.7e-20"
"GO:0009892","negative regulation of metabolic process",768,408,287.43,"6.4e-20"
"GO:0051253","negative regulation of RNA metabolic pro...",381,229,142.59,"8.0e-20"
"GO:0045892","negative regulation of transcription, DN...",375,226,140.35,"8.8e-20"
"GO:0031324","negative regulation of cellular metaboli...",706,379,264.23,"1.5e-19"
"GO:0051172","negative regulation of nitrogen compound...",525,296,196.49,"2.0e-19"
"GO:0031327","negative regulation of cellular biosynth...",571,317,213.7,"2.4e-19"
"GO:0045934","negative regulation of nucleobase, nucle...",517,292,193.49,"2.6e-19"
"GO:0045596","negative regulation of cell differentiat...",227,151,84.96,"3.3e-19"
"GO:0009890","negative regulation of biosynthetic proc...",580,320,217.07,"5.8e-19"
"GO:0060348","bone development",194,133,72.61,"8.7e-19"
"GO:0010558","negative regulation of macromolecule bio...",554,307,207.34,"1.3e-18"
"GO:0032990","cell part morphogenesis",289,181,108.16,"1.6e-18"
"GO:0048706","embryonic skeletal system development",85,71,31.81,"2.4e-18"
"GO:0007165","signal transduction",3585,1557,1341.74,"3.7e-18"
"GO:0060284","regulation of cell development",247,159,92.44,"4.6e-18"
"GO:0035295","tube development",262,166,98.06,"8.4e-18"
"GO:0048646","anatomical structure formation involved ...",429,246,160.56,"1.5e-17"
"GO:0007423","sensory organ development",266,167,99.55,"2.5e-17"
"GO:0048705","skeletal system morphogenesis",131,96,49.03,"5.9e-17"
"GO:0060537","muscle tissue development",203,134,75.98,"9.1e-17"
"GO:0007517","muscle organ development",283,174,105.92,"1.0e-16"
"GO:0000122","negative regulation of transcription fro...",274,169,102.55,"1.9e-16"
"GO:0051960","regulation of nervous system development",229,146,85.71,"3.7e-16"
"GO:0043009","chordate embryonic development",412,234,154.2,"4.5e-16"
"GO:0009952","anterior/posterior pattern formation",156,108,58.39,"5.6e-16"
"GO:0009792","embryonic development ending in birth or...",417,236,156.07,"5.8e-16"
"GO:0030326","embryonic limb morphogenesis",95,74,35.56,"8.0e-16"
"GO:0035113","embryonic appendage morphogenesis",95,74,35.56,"8.0e-16"
"GO:0001503","ossification",176,118,65.87,"1.1e-15"
"GO:0048736","appendage development",115,85,43.04,"1.5e-15"
"GO:0060173","limb development",115,85,43.04,"1.5e-15"
"GO:0048732","gland development",214,137,80.09,"1.8e-15"
"GO:0035107","appendage morphogenesis",110,82,41.17,"2.1e-15"
"GO:0035108","limb morphogenesis",110,82,41.17,"2.1e-15"
"GO:0014706","striated muscle tissue development",195,127,72.98,"2.8e-15"
"GO:0007411","axon guidance",115,84,43.04,"7.2e-15"
"GO:0034961","cellular biopolymer biosynthetic process",3151,1362,1179.31,"1.3e-14"
"GO:0043284","biopolymer biosynthetic process",3159,1364,1182.3,"1.8e-14"
"GO:0007169","transmembrane receptor protein tyrosine ...",280,167,104.79,"2.3e-14"
"GO:0002009","morphogenesis of an epithelium",243,149,90.95,"2.4e-14"
"GO:0007507","heart development",237,146,88.7,"2.5e-14"
"GO:0050767","regulation of neurogenesis",205,130,76.72,"2.8e-14"
"GO:0001763","morphogenesis of a branching structure",143,98,53.52,"3.5e-14"
"GO:0060429","epithelium development",246,150,92.07,"3.8e-14"
"GO:0048704","embryonic skeletal system morphogenesis",65,54,24.33,"4.6e-14"
"GO:0045165","cell fate commitment",155,103,58.01,"1.7e-13"
"GO:0016477","cell migration",431,235,161.31,"1.8e-13"
"GO:0051093","negative regulation of developmental pro...",631,324,236.16,"2.2e-13"
"GO:0035239","tube morphogenesis",173,112,64.75,"2.3e-13"
"GO:0006468","protein amino acid phosphorylation",800,397,299.41,"2.8e-13"
"GO:0030900","forebrain development",178,114,66.62,"4.1e-13"
"GO:0043583","ear development",113,80,42.29,"5.1e-13"
"GO:0007242","intracellular signaling cascade",1600,730,598.82,"5.4e-13"
"GO:0045664","regulation of neuron differentiation",171,110,64,"6.9e-13"
"GO:0016043","cellular component organization",2513,1097,940.53,"7.1e-13"
"GO:0034645","cellular macromolecule biosynthetic proc...",3363,1432,1258.65,"7.3e-13"
"GO:0009059","macromolecule biosynthetic process",3392,1442,1269.5,"1.1e-12"
"GO:0016055","Wnt receptor signaling pathway",158,103,59.13,"1.1e-12"
"GO:0048870","cell motility",468,249,175.16,"1.2e-12"
"GO:0051216","cartilage development",96,70,35.93,"1.5e-12"
"GO:0008283","cell proliferation",1108,524,414.68,"1.6e-12"
"GO:0040011","locomotion",583,299,218.2,"2.4e-12"
"GO:0019226","transmission of nerve impulse",417,225,156.07,"2.5e-12"
"GO:0007519","skeletal muscle tissue development",133,89,49.78,"4.2e-12"
"GO:0060538","skeletal muscle organ development",135,90,50.53,"4.4e-12"
"GO:0042127","regulation of cell proliferation",817,399,305.77,"4.5e-12"
"GO:0044057","regulation of system process",312,176,116.77,"4.6e-12"
"GO:0007155","cell adhesion",702,349,262.73,"6.4e-12"
"GO:0022610","biological adhesion",703,349,263.11,"8.1e-12"
"GO:0060541","respiratory system development",129,86,48.28,"1.3e-11"
"GO:0043687","post-translational protein modification",1360,623,509,"1.6e-11"
"GO:0042692","muscle cell differentiation",129,85,48.28,"4.4e-11"
"GO:0044249","cellular biosynthetic process",4170,1730,1560.68,"4.4e-11"
"GO:0048839","inner ear development",93,66,34.81,"4.7e-11"
"GO:0045597","positive regulation of cell differentiat...",248,143,92.82,"5.6e-11"
"GO:0051094","positive regulation of developmental pro...",693,340,259.37,"9.6e-11"
"GO:0006793","phosphorus metabolic process",1291,590,483.18,"9.8e-11"
"GO:0006796","phosphate metabolic process",1291,590,483.18,"9.8e-11"
"GO:0030323","respiratory tube development",121,80,45.29,"1.3e-10"
"GO:0001649","osteoblast differentiation",76,56,28.44,"1.3e-10"
"GO:0030029","actin filament-based process",277,155,103.67,"2.0e-10"
"GO:0030324","lung development",118,78,44.16,"2.2e-10"
"GO:0043010","camera-type eye development",124,81,46.41,"2.4e-10"
"GO:0007178","transmembrane receptor protein serine/th...",156,97,58.39,"2.6e-10"
"GO:0009725","response to hormone stimulus",456,235,170.66,"3.2e-10"
"GO:0048754","branching morphogenesis of a tube",107,72,40.05,"3.2e-10"
"GO:0009968","negative regulation of signal transducti...",255,144,95.44,"3.7e-10"
"GO:0006464","protein modification process",1610,716,602.57,"4.0e-10"
"GO:0000165","MAPKKK cascade",266,149,99.55,"4.0e-10"
"GO:0019220","regulation of phosphate metabolic proces...",498,253,186.38,"4.1e-10"
"GO:0051174","regulation of phosphorus metabolic proce...",498,253,186.38,"4.1e-10"
"GO:0007268","synaptic transmission",354,189,132.49,"4.6e-10"
"GO:0010926","anatomical structure formation",1198,547,448.37,"6.2e-10"
"GO:0009058","biosynthetic process",4266,1756,1596.61,"6.5e-10"
"GO:0001654","eye development",158,97,59.13,"7.2e-10"
"GO:0008284","positive regulation of cell proliferatio...",457,234,171.04,"7.5e-10"
"GO:0010648","negative regulation of cell communicatio...",283,156,105.92,"7.7e-10"
"GO:0065009","regulation of molecular function",944,441,353.31,"9.2e-10"
"GO:0042325","regulation of phosphorylation",481,244,180.02,"1.0e-09"
"GO:0007160","cell-matrix adhesion",105,70,39.3,"1.0e-09"
"GO:0030036","actin cytoskeleton organization",265,147,99.18,"1.3e-09"
"GO:0043408","regulation of MAPKKK cascade",143,89,53.52,"1.3e-09"
"GO:0007179","transforming growth factor beta receptor...",125,80,46.78,"1.3e-09"
"GO:0001655","urogenital system development",176,105,65.87,"1.5e-09"
"GO:0032879","regulation of localization",682,329,255.25,"2.2e-09"
"GO:0060562","epithelial tube morphogenesis",122,78,45.66,"2.3e-09"
"GO:0048663","neuron fate commitment",46,37,17.22,"2.9e-09"
"GO:0016310","phosphorylation",1117,509,418.05,"3.7e-09"
"GO:0017015","regulation of transforming growth factor...",84,58,31.44,"3.8e-09"
"GO:0001568","blood vessel development",321,171,120.14,"3.8e-09"
"GO:0003012","muscle system process",212,121,79.34,"3.9e-09"
"GO:0001944","vasculature development",328,174,122.76,"4.2e-09"
"GO:0001656","metanephros development",73,52,27.32,"4.3e-09"
"GO:0042063","gliogenesis",87,59,32.56,"8.0e-09"
"GO:0022612","gland morphogenesis",91,61,34.06,"9.0e-09"
"GO:0048741","skeletal muscle fiber development",91,61,34.06,"9.0e-09"
"GO:0048771","tissue remodeling",151,91,56.51,"9.0e-09"
"GO:0009719","response to endogenous stimulus",511,253,191.25,"9.3e-09"
"GO:0030879","mammary gland development",95,63,35.56,"9.8e-09"
"GO:0006139","nucleobase, nucleoside, nucleotide and n...",3881,1596,1452.52,"1.0e-08"
"GO:0060485","mesenchyme development",65,47,24.33,"1.1e-08"
"GO:0035270","endocrine system development",78,54,29.19,"1.1e-08"
"GO:0051128","regulation of cellular component organiz...",475,237,177.78,"1.2e-08"
"GO:0045859","regulation of protein kinase activity",336,176,125.75,"1.2e-08"
"GO:0051056","regulation of small GTPase mediated sign...",254,139,95.06,"1.2e-08"
"GO:0008016","regulation of heart contraction",82,56,30.69,"1.3e-08"
"GO:0016070","RNA metabolic process",2450,1038,916.95,"1.6e-08"
"GO:0040007","growth",495,245,185.26,"1.7e-08"
"GO:0043549","regulation of kinase activity",351,182,131.37,"1.8e-08"
"GO:0043412","biopolymer modification",1682,733,629.51,"1.8e-08"
"GO:0003015","heart process",98,64,36.68,"1.9e-08"
"GO:0060047","heart contraction",98,64,36.68,"1.9e-08"
"GO:0043067","regulation of programmed cell death",827,385,309.52,"1.9e-08"
"GO:0048568","embryonic organ development",75,52,28.07,"1.9e-08"
"GO:0042471","ear morphogenesis",77,53,28.82,"2.1e-08"
"GO:0007243","protein kinase cascade",531,260,198.73,"2.1e-08"
"GO:0042981","regulation of apoptosis",818,381,306.15,"2.1e-08"
"GO:0043062","extracellular structure organization",191,109,71.48,"2.3e-08"
"GO:0048514","blood vessel morphogenesis",274,147,102.55,"2.6e-08"
"GO:0022603","regulation of anatomical structure morph...",283,151,105.92,"2.7e-08"
"GO:0051338","regulation of transferase activity",364,187,136.23,"2.8e-08"
"GO:0048747","muscle fiber development",93,61,34.81,"3.1e-08"
"GO:0010941","regulation of cell death",836,387,312.88,"3.9e-08"
"GO:0009987","cellular process",11637,4457,4355.31,"4.0e-08"
"GO:0003013","circulatory system process",238,130,89.07,"4.1e-08"
"GO:0008015","blood circulation",238,130,89.07,"4.1e-08"
"GO:0033674","positive regulation of kinase activity",225,124,84.21,"4.2e-08"
"GO:0031589","cell-substrate adhesion",136,82,50.9,"4.7e-08"
"GO:0001822","kidney development",134,81,50.15,"4.8e-08"
"GO:0007166","cell surface receptor linked signal tran...",1889,812,706.99,"5.1e-08"
"GO:0001708","cell fate specification",67,47,25.08,"5.2e-08"
"GO:0050790","regulation of catalytic activity",814,377,304.65,"5.5e-08"
"GO:0045860","positive regulation of protein kinase ac...",215,119,80.47,"5.7e-08"
"GO:0048762","mesenchymal cell differentiation",62,44,23.2,"8.1e-08"
"GO:0051347","positive regulation of transferase activ...",234,127,87.58,"9.5e-08"
"GO:0006936","muscle contraction",197,110,73.73,"9.7e-08"
"GO:0046849","bone remodeling",109,68,40.79,"1.0e-07"
"GO:0051246","regulation of protein metabolic process",584,279,218.57,"1.2e-07"
"GO:0051049","regulation of transport",483,236,180.77,"1.2e-07"
"GO:0003006","reproductive developmental process",215,118,80.47,"1.2e-07"
"GO:0007265","Ras protein signal transduction",295,154,110.41,"1.3e-07"
"GO:0014031","mesenchymal cell development",61,43,22.83,"1.6e-07"
"GO:0002062","chondrocyte differentiation",38,30,14.22,"2.0e-07"
"GO:0044260","cellular macromolecule metabolic process",5477,2190,2049.85,"2.1e-07"
"GO:0030111","regulation of Wnt receptor signaling pat...",54,39,20.21,"2.1e-07"
"GO:0034960","cellular biopolymer metabolic process",5385,2155,2015.41,"2.1e-07"
"GO:0031399","regulation of protein modification proce...",270,142,101.05,"2.2e-07"
"GO:0030509","BMP signaling pathway",58,41,21.71,"2.7e-07"
"GO:0030514","negative regulation of BMP signaling pat...",22,20,8.23,"2.7e-07"
"GO:0032268","regulation of cellular protein metabolic...",513,247,192,"2.8e-07"
"GO:0065008","regulation of biological quality",1583,684,592.46,"2.9e-07"
"GO:0021537","telencephalon development",85,55,31.81,"2.9e-07"
"GO:0022604","regulation of cell morphogenesis",136,80,50.9,"3.0e-07"
"GO:0030855","epithelial cell differentiation",95,60,35.56,"3.0e-07"
"GO:0048593","camera-type eye morphogenesis",49,36,18.34,"3.1e-07"
"GO:0030510","regulation of BMP signaling pathway",30,25,11.23,"3.2e-07"
"GO:0001657","ureteric bud development",62,43,23.2,"3.2e-07"
"GO:0042472","inner ear morphogenesis",64,44,23.95,"3.5e-07"
"GO:0021510","spinal cord development",51,37,19.09,"3.6e-07"
"GO:0001932","regulation of protein amino acid phospho...",201,110,75.23,"3.9e-07"
"GO:0031344","regulation of cell projection organizati...",120,72,44.91,"4.0e-07"
"GO:0006807","nitrogen compound metabolic process",4280,1731,1601.85,"4.5e-07"
"GO:0010001","glial cell differentiation",76,50,28.44,"4.7e-07"
"GO:0030278","regulation of ossification",82,53,30.69,"5.0e-07"
"GO:0009123","nucleoside monophosphate metabolic proce...",180,100,67.37,"5.1e-07"
"GO:0034103","regulation of tissue remodeling",96,60,35.93,"5.1e-07"
"GO:0046850","regulation of bone remodeling",92,58,34.43,"5.2e-07"
"GO:0006915","apoptosis",1040,463,389.23,"6.4e-07"
"GO:0060349","bone morphogenesis",34,27,12.72,"6.9e-07"
"GO:0001764","neuron migration",65,44,24.33,"6.9e-07"
"GO:0051179","localization",3364,1377,1259.02,"7.3e-07"
"GO:0012501","programmed cell death",1051,467,393.35,"7.5e-07"
"GO:0010720","positive regulation of cell development",79,51,29.57,"8.7e-07"
"GO:0048592","eye morphogenesis",83,53,31.06,"8.9e-07"
"GO:0007548","sex differentiation",171,95,64,"9.7e-07"
"GO:0043405","regulation of MAP kinase activity",141,81,52.77,"9.8e-07"
"GO:0043627","response to estrogen stimulus",120,71,44.91,"1.0e-06"
"GO:0003001","generation of a signal involved in cell-...",191,104,71.48,"1.1e-06"
"GO:0010467","gene expression",3563,1451,1333.5,"1.2e-06"
"GO:0009954","proximal/distal pattern formation",23,20,8.61,"1.3e-06"
"GO:0048545","response to steroid hormone stimulus",236,124,88.33,"1.3e-06"
"GO:0051247","positive regulation of protein metabolic...",236,124,88.33,"1.3e-06"
"GO:0032583","regulation of gene-specific transcriptio...",159,89,59.51,"1.4e-06"
"GO:0010975","regulation of neuron projection developm...",100,61,37.43,"1.4e-06"
"GO:0032270","positive regulation of cellular protein ...",225,119,84.21,"1.4e-06"
"GO:0048562","embryonic organ morphogenesis",40,30,14.97,"1.5e-06"
"GO:0043085","positive regulation of catalytic activit...",496,236,185.64,"1.6e-06"
"GO:0009187","cyclic nucleotide metabolic process",151,85,56.51,"1.7e-06"
"GO:0009880","embryonic pattern specification",44,32,16.47,"2.0e-06"
"GO:0007610","behavior",514,243,192.37,"2.1e-06"
"GO:0010627","regulation of protein kinase cascade",283,144,105.92,"2.2e-06"
"GO:0035264","multicellular organism growth",95,58,35.56,"2.4e-06"
"GO:0050769","positive regulation of neurogenesis",67,44,25.08,"2.5e-06"
"GO:0044093","positive regulation of molecular functio...",565,264,211.46,"2.5e-06"
"GO:0034330","cell junction organization",69,45,25.82,"2.5e-06"
"GO:0016331","morphogenesis of embryonic epithelium",87,54,32.56,"2.6e-06"
"GO:0010033","response to organic substance",866,388,324.11,"2.6e-06"
"GO:0016265","death",1145,501,428.53,"2.6e-06"
"GO:0003007","heart morphogenesis",85,53,31.81,"2.6e-06"
"GO:0021915","neural tube development",85,53,31.81,"2.6e-06"
"GO:0043410","positive regulation of MAPKKK cascade",75,48,28.07,"2.6e-06"
"GO:0008219","cell death",1141,499,427.04,"2.9e-06"
"GO:0046578","regulation of Ras protein signal transdu...",212,112,79.34,"3.1e-06"
"GO:0007010","cytoskeleton organization",483,229,180.77,"3.2e-06"
"GO:0034329","cell junction assembly",56,38,20.96,"3.6e-06"
"GO:0043170","macromolecule metabolic process",6045,2388,2262.43,"3.7e-06"
"GO:0043434","response to peptide hormone stimulus",206,109,77.1,"3.8e-06"
"GO:0010551","regulation of specific transcription fro...",119,69,44.54,"3.9e-06"
"GO:0032569","specific transcription from RNA polymera...",119,69,44.54,"3.9e-06"
"GO:0032870","cellular response to hormone stimulus",162,89,60.63,"3.9e-06"
"GO:0051969","regulation of transmission of nerve impu...",149,83,55.77,"4.0e-06"
"GO:0010769","regulation of cell morphogenesis involve...",88,54,32.94,"4.2e-06"
"GO:0043068","positive regulation of programmed cell d...",416,200,155.69,"4.3e-06"
"GO:0030512","negative regulation of transforming grow...",45,32,16.84,"4.5e-06"
"GO:0050808","synapse organization",78,49,29.19,"4.5e-06"
"GO:0010463","mesenchymal cell proliferation",29,23,10.85,"5.0e-06"
"GO:0032868","response to insulin stimulus",141,79,52.77,"5.0e-06"
"GO:0045137","development of primary sexual characteri...",141,79,52.77,"5.0e-06"
"GO:0043283","biopolymer metabolic process",5910,2335,2211.9,"5.4e-06"
"GO:0031644","regulation of neurological system proces...",161,88,60.26,"5.9e-06"
"GO:0034762","regulation of transmembrane transport",38,28,14.22,"5.9e-06"
"GO:0016568","chromatin modification",262,133,98.06,"6.2e-06"
"GO:0010721","negative regulation of cell development",53,36,19.84,"6.3e-06"
"GO:0021543","pallium development",55,37,20.58,"6.6e-06"
"GO:0010942","positive regulation of cell death",421,201,157.57,"7.2e-06"
"GO:0010464","regulation of mesenchymal cell prolifera...",26,21,9.73,"7.8e-06"
"GO:0009953","dorsal/ventral pattern formation",67,43,25.08,"7.8e-06"
"GO:0030902","hindbrain development",69,44,25.82,"7.8e-06"
"GO:0031401","positive regulation of protein modificat...",151,83,56.51,"8.0e-06"
"GO:0010562","positive regulation of phosphorus metabo...",123,70,46.03,"8.2e-06"
"GO:0045937","positive regulation of phosphate metabol...",123,70,46.03,"8.2e-06"
"GO:0042733","embryonic digit morphogenesis",33,25,12.35,"8.3e-06"
"GO:0007611","learning or memory",121,69,45.29,"8.7e-06"
"GO:0042327","positive regulation of phosphorylation",121,69,45.29,"8.7e-06"
"GO:0048608","reproductive structure development",169,91,63.25,"9.3e-06"
"GO:0043065","positive regulation of apoptosis",413,197,154.57,"9.6e-06"
"GO:0001525","angiogenesis",207,108,77.47,"9.6e-06"
"GO:0035137","hindlimb morphogenesis",28,22,10.48,"1.1e-05"
"GO:0051270","regulation of cell motion",221,114,82.71,"1.1e-05"
"GO:0050804","regulation of synaptic transmission",139,77,52.02,"1.2e-05"
"GO:0045665","negative regulation of neuron differenti...",37,27,13.85,"1.2e-05"
"GO:0007369","gastrulation",82,50,30.69,"1.2e-05"
"GO:0007422","peripheral nervous system development",41,29,15.34,"1.5e-05"
"GO:0032940","secretion by cell",373,179,139.6,"1.6e-05"
"GO:0008543","fibroblast growth factor receptor signal...",43,30,16.09,"1.7e-05"
"GO:0002088","lens development in camera-type eye",32,24,11.98,"1.7e-05"
"GO:0001934","positive regulation of protein amino aci...",110,63,41.17,"1.7e-05"
"GO:0032504","multicellular organism reproduction",160,86,59.88,"1.8e-05"
"GO:0048609","reproductive process in a multicellular ...",160,86,59.88,"1.8e-05"
"GO:0035272","exocrine system development",45,31,16.84,"1.8e-05"
"GO:0002076","osteoblast development",11,11,4.12,"2.0e-05"
"GO:0000003","reproduction",803,356,300.53,"2.1e-05"
"GO:0006941","striated muscle contraction",53,35,19.84,"2.2e-05"
"GO:0051146","striated muscle cell differentiation",55,36,20.58,"2.2e-05"
"GO:0048565","gut development",57,37,21.33,"2.3e-05"
"GO:0040014","regulation of multicellular organism gro...",65,41,24.33,"2.3e-05"
"GO:0022414","reproductive process",799,354,299.04,"2.4e-05"
"GO:0018210","peptidyl-threonine modification",22,18,8.23,"2.6e-05"
"GO:0048483","autonomic nervous system development",22,18,8.23,"2.6e-05"
"GO:0051051","negative regulation of transport",148,80,55.39,"2.6e-05"
"GO:0042592","homeostatic process",847,373,317,"2.7e-05"
"GO:0051241","negative regulation of multicellular org...",166,88,62.13,"2.8e-05"
"GO:0040008","regulation of growth",322,156,120.51,"2.9e-05"
"GO:0050673","epithelial cell proliferation",103,59,38.55,"3.2e-05"
"GO:0010647","positive regulation of cell communicatio...",351,168,131.37,"3.4e-05"
"GO:0045667","regulation of osteoblast differentiation",46,31,17.22,"3.5e-05"
"GO:0055002","striated muscle cell development",24,19,8.98,"3.6e-05"
"GO:0060445","branching involved in salivary gland mor...",24,19,8.98,"3.6e-05"
"GO:0002026","regulation of the force of heart contrac...",19,16,7.11,"3.9e-05"
"GO:0048645","organ formation",33,24,12.35,"4.0e-05"
"GO:0050770","regulation of axonogenesis",60,38,22.46,"4.1e-05"
"GO:0009967","positive regulation of signal transducti...",317,153,118.64,"4.4e-05"
"GO:0060341","regulation of cellular localization",289,141,108.16,"4.4e-05"
"GO:0046903","secretion",455,211,170.29,"4.5e-05"
"GO:0051047","positive regulation of secretion",119,66,44.54,"4.5e-05"
"GO:0021983","pituitary gland development",35,25,13.1,"4.5e-05"
"GO:0048168","regulation of neuronal synaptic plastici...",35,25,13.1,"4.5e-05"
"GO:0060070","Wnt receptor signaling pathway through b...",26,20,9.73,"4.7e-05"
"GO:0006816","calcium ion transport",177,92,66.24,"5.1e-05"
"GO:0046058","cAMP metabolic process",126,69,47.16,"5.3e-05"
"GO:0032330","regulation of chondrocyte differentiatio...",16,14,5.99,"5.3e-05"
"GO:0033574","response to testosterone stimulus",16,14,5.99,"5.3e-05"
"GO:0030325","adrenal gland development",10,10,3.74,"5.4e-05"
"GO:0010927","cellular component assembly involved in ...",39,27,14.6,"5.5e-05"
