"GO.ID","Term","Annotated","Significant","Expected","pval.fis"
"GO:0040007","growth",531,357,268.03,"1.2e-15"
"GO:0045165","cell fate commitment",157,127,79.25,"1.9e-15"
"GO:0007169","transmembrane receptor protein tyrosine ...",281,206,141.84,"2.5e-15"
"GO:0032879","regulation of localization",683,442,344.76,"9.6e-15"
"GO:0048839","inner ear development",96,84,48.46,"1.5e-14"
"GO:0060485","mesenchyme development",70,65,35.33,"1.7e-14"
"GO:0044057","regulation of system process",322,229,162.54,"2.0e-14"
"GO:0060348","bone development",194,149,97.92,"3.0e-14"
"GO:0051216","cartilage development",97,84,48.96,"5.7e-14"
"GO:0008283","cell proliferation",1109,678,559.79,"6.3e-14"
"GO:0045597","positive regulation of cell differentiat...",248,182,125.18,"9.2e-14"
"GO:0042471","ear morphogenesis",78,70,39.37,"1.4e-13"
"GO:0048706","embryonic skeletal system development",85,75,42.91,"1.5e-13"
"GO:0060429","epithelium development",334,234,168.59,"1.5e-13"
"GO:0016477","cell migration",432,292,218.06,"1.9e-13"
"GO:0019226","transmission of nerve impulse",417,283,210.49,"2.2e-13"
"GO:0001822","kidney development",134,108,67.64,"3.8e-13"
"GO:0072001","renal system development",134,108,67.64,"3.8e-13"
"GO:0001655","urogenital system development",176,135,88.84,"5.8e-13"
"GO:0007411","axon guidance",115,95,58.05,"5.9e-13"
"GO:0010605","negative regulation of macromolecule met...",734,464,370.5,"6.1e-13"
"GO:0060537","muscle tissue development",184,140,92.88,"6.6e-13"
"GO:0042692","muscle cell differentiation",167,129,84.3,"7.7e-13"
"GO:0009892","negative regulation of metabolic process",783,491,395.23,"8.6e-13"
"GO:0048663","neuron fate commitment",46,45,23.22,"9.5e-13"
"GO:0007507","heart development",247,179,124.68,"9.8e-13"
"GO:0048762","mesenchymal cell differentiation",63,58,31.8,"1.2e-12"
"GO:0031324","negative regulation of cellular metaboli...",718,453,362.42,"1.8e-12"
"GO:0014706","striated muscle tissue development",176,134,88.84,"1.9e-12"
"GO:0030900","forebrain development",178,135,89.85,"2.6e-12"
"GO:0009059","macromolecule biosynthetic process",3384,1882,1708.13,"2.6e-12"
"GO:0048870","cell motility",468,309,236.23,"3.4e-12"
"GO:0051674","localization of cell",468,309,236.23,"3.4e-12"
"GO:0040011","locomotion",583,375,294.28,"3.9e-12"
"GO:0014031","mesenchymal cell development",61,56,30.79,"4.2e-12"
"GO:0042127","regulation of cell proliferation",817,507,412.4,"4.3e-12"
"GO:0007166","cell surface receptor linked signaling p...",1843,1066,930.29,"5.4e-12"
"GO:0001503","ossification",176,133,88.84,"5.9e-12"
"GO:0051094","positive regulation of developmental pro...",320,221,161.53,"7.0e-12"
"GO:0002009","morphogenesis of an epithelium",186,139,93.89,"8.3e-12"
"GO:0048732","gland development",215,157,108.53,"9.0e-12"
"GO:0023033","signaling pathway",1934,1113,976.22,"9.7e-12"
"GO:0040008","regulation of growth",351,239,177.17,"9.8e-12"
"GO:0016055","Wnt receptor signaling pathway",161,123,81.27,"1.0e-11"
"GO:0001656","metanephros development",74,65,37.35,"1.0e-11"
"GO:0001654","eye development",158,121,79.75,"1.1e-11"
"GO:0001568","blood vessel development",323,222,163.04,"1.3e-11"
"GO:0022610","biological adhesion",704,441,355.36,"1.7e-11"
"GO:0007155","cell adhesion",703,440,354.85,"2.1e-11"
"GO:0001944","vasculature development",330,225,166.57,"3.3e-11"
"GO:0007268","synaptic transmission",354,239,178.69,"3.7e-11"
"GO:0001708","cell fate specification",68,60,34.32,"4.3e-11"
"GO:0065008","regulation of biological quality",1607,933,811.16,"5.0e-11"
"GO:0010648","negative regulation of cell communicatio...",289,200,145.88,"5.3e-11"
"GO:0006468","protein amino acid phosphorylation",800,492,403.81,"6.7e-11"
"GO:0034645","cellular macromolecule biosynthetic proc...",3319,1835,1675.32,"9.2e-11"
"GO:0051049","regulation of transport",484,313,244.31,"1.0e-10"
"GO:0030029","actin filament-based process",277,192,139.82,"1.0e-10"
"GO:0009968","negative regulation of signal transducti...",261,182,131.74,"1.4e-10"
"GO:0023057","negative regulation of signaling process",261,182,131.74,"1.4e-10"
"GO:0021510","spinal cord development",51,47,25.74,"1.7e-10"
"GO:0048736","appendage development",115,91,58.05,"1.8e-10"
"GO:0060173","limb development",115,91,58.05,"1.8e-10"
"GO:0030036","actin cytoskeleton organization",265,184,133.76,"2.0e-10"
"GO:0060541","respiratory system development",129,100,65.12,"2.0e-10"
"GO:0042472","inner ear morphogenesis",65,57,32.81,"2.3e-10"
"GO:0022603","regulation of anatomical structure morph...",261,181,131.74,"3.3e-10"
"GO:0035107","appendage morphogenesis",110,87,55.52,"4.8e-10"
"GO:0035108","limb morphogenesis",110,87,55.52,"4.8e-10"
"GO:0030326","embryonic limb morphogenesis",95,77,47.95,"5.6e-10"
"GO:0035113","embryonic appendage morphogenesis",95,77,47.95,"5.6e-10"
"GO:0001763","morphogenesis of a branching structure",143,108,72.18,"6.1e-10"
"GO:0001657","ureteric bud development",63,55,31.8,"7.1e-10"
"GO:0051146","striated muscle cell differentiation",126,97,63.6,"7.5e-10"
"GO:0060538","skeletal muscle organ development",106,84,53.51,"8.0e-10"
"GO:0010720","positive regulation of cell development",79,66,39.88,"8.1e-10"
"GO:0035270","endocrine system development",79,66,39.88,"8.1e-10"
"GO:0008284","positive regulation of cell proliferatio...",457,294,230.68,"8.6e-10"
"GO:0003013","circulatory system process",238,166,120.13,"9.0e-10"
"GO:0008015","blood circulation",238,166,120.13,"9.0e-10"
"GO:0009725","response to hormone stimulus",458,294,231.18,"1.2e-09"
"GO:0090066","regulation of anatomical structure size",378,248,190.8,"1.2e-09"
"GO:0048704","embryonic skeletal system morphogenesis",65,56,32.81,"1.5e-09"
"GO:0042063","gliogenesis",87,71,43.91,"1.5e-09"
"GO:0043010","camera-type eye development",124,95,62.59,"1.8e-09"
"GO:0030323","respiratory tube development",121,93,61.08,"2.0e-09"
"GO:0007519","skeletal muscle tissue development",104,82,52.5,"2.0e-09"
"GO:0035239","tube morphogenesis",190,136,95.91,"2.1e-09"
"GO:0010769","regulation of cell morphogenesis involve...",89,72,44.92,"2.4e-09"
"GO:0071310","cellular response to organic substance",235,163,118.62,"2.5e-09"
"GO:0043062","extracellular structure organization",191,136,96.41,"3.6e-09"
"GO:0001649","osteoblast differentiation",76,63,38.36,"3.7e-09"
"GO:0009058","biosynthetic process",4186,2268,2112.96,"4.2e-09"
"GO:0048514","blood vessel morphogenesis",274,185,138.31,"6.0e-09"
"GO:0090092","regulation of transmembrane receptor pro...",90,72,45.43,"6.1e-09"
"GO:0055001","muscle cell development",87,70,43.91,"6.3e-09"
"GO:0071495","cellular response to endogenous stimulus",174,125,87.83,"6.4e-09"
"GO:0055002","striated muscle cell development",81,66,40.89,"6.4e-09"
"GO:0030324","lung development",118,90,59.56,"7.0e-09"
"GO:0044249","cellular biosynthetic process",4086,2214,2062.48,"7.2e-09"
"GO:0000165","MAPKKK cascade",268,181,135.28,"8.5e-09"
"GO:0003001","generation of a signal involved in cell-...",191,135,96.41,"8.8e-09"
"GO:0016070","RNA metabolic process",2449,1362,1236.18,"1.0e-08"
"GO:0032870","cellular response to hormone stimulus",170,122,85.81,"1.1e-08"
"GO:0001558","regulation of cell growth",190,134,95.91,"1.2e-08"
"GO:0007610","behavior",514,321,259.45,"1.7e-08"
"GO:0010001","glial cell differentiation",76,62,38.36,"1.7e-08"
"GO:0051050","positive regulation of transport",242,164,122.15,"2.9e-08"
"GO:0006813","potassium ion transport",162,116,81.77,"3.0e-08"
"GO:0007265","Ras protein signal transduction",295,195,148.91,"3.1e-08"
"GO:0051128","regulation of cellular component organiz...",470,295,237.24,"3.2e-08"
"GO:0042325","regulation of phosphorylation",481,301,242.79,"3.6e-08"
"GO:0009187","cyclic nucleotide metabolic process",151,109,76.22,"3.9e-08"
"GO:0009719","response to endogenous stimulus",517,321,260.96,"4.0e-08"
"GO:0010975","regulation of neuron projection developm...",100,77,50.48,"4.2e-08"
"GO:0048754","branching morphogenesis of a tube",108,82,54.51,"4.7e-08"
"GO:0032535","regulation of cellular component size",310,203,156.48,"4.9e-08"
"GO:0007398","ectoderm development",201,139,101.46,"4.9e-08"
"GO:0003007","heart morphogenesis",91,71,45.93,"5.4e-08"
"GO:0022604","regulation of cell morphogenesis",137,100,69.15,"5.5e-08"
"GO:0016049","cell growth",237,160,119.63,"6.4e-08"
"GO:0009953","dorsal/ventral pattern formation",67,55,33.82,"7.3e-08"
"GO:0003012","muscle system process",212,145,107.01,"7.6e-08"
"GO:0031344","regulation of cell projection organizati...",120,89,60.57,"8.6e-08"
"GO:0030855","epithelial cell differentiation",189,131,95.4,"9.5e-08"
"GO:0060562","epithelial tube morphogenesis",125,92,63.1,"9.8e-08"
"GO:0051270","regulation of cellular component movemen...",221,150,111.55,"9.8e-08"
"GO:0007178","transmembrane receptor protein serine/th...",156,111,78.74,"1.0e-07"
"GO:0008361","regulation of cell size",252,168,127.2,"1.1e-07"
"GO:0035282","segmentation",63,52,31.8,"1.2e-07"
"GO:0019220","regulation of phosphate metabolic proces...",498,308,251.37,"1.3e-07"
"GO:0051174","regulation of phosphorus metabolic proce...",498,308,251.37,"1.3e-07"
"GO:0043687","post-translational protein modification",1415,806,714.25,"1.4e-07"
"GO:0048592","eye morphogenesis",83,65,41.9,"1.5e-07"
"GO:0006936","muscle contraction",197,135,99.44,"1.8e-07"
"GO:0006139","nucleobase, nucleoside, nucleotide and n...",3881,2093,1959,"1.8e-07"
"GO:0022612","gland morphogenesis",91,70,45.93,"1.8e-07"
"GO:0060341","regulation of cellular localization",290,189,146.38,"2.3e-07"
"GO:0043627","response to estrogen stimulus",120,88,60.57,"2.4e-07"
"GO:0051056","regulation of small GTPase mediated sign...",254,168,128.21,"2.6e-07"
"GO:0010941","regulation of cell death",835,492,421.48,"2.6e-07"
"GO:0016310","phosphorylation",1117,644,563.83,"3.0e-07"
"GO:0007010","cytoskeleton organization",485,299,244.81,"3.0e-07"
"GO:0050769","positive regulation of neurogenesis",67,54,33.82,"3.1e-07"
"GO:0006793","phosphorus metabolic process",1291,737,651.65,"3.2e-07"
"GO:0006796","phosphate metabolic process",1291,737,651.65,"3.2e-07"
"GO:0043067","regulation of programmed cell death",827,487,417.44,"3.3e-07"
"GO:0035264","multicellular organism growth",95,72,47.95,"3.5e-07"
"GO:0009123","nucleoside monophosphate metabolic proce...",180,124,90.86,"3.6e-07"
"GO:0016337","cell-cell adhesion",269,176,135.78,"4.1e-07"
"GO:0042981","regulation of apoptosis",818,481,412.9,"5.0e-07"
"GO:0032583","regulation of gene-specific transcriptio...",159,111,80.26,"5.0e-07"
"GO:0055123","digestive system development",41,36,20.7,"5.1e-07"
"GO:0048565","gut development",57,47,28.77,"5.1e-07"
"GO:0048545","response to steroid hormone stimulus",237,157,119.63,"5.4e-07"
"GO:0046879","hormone secretion",123,89,62.09,"5.7e-07"
"GO:0009914","hormone transport",128,92,64.61,"6.0e-07"
"GO:0007498","mesoderm development",77,60,38.87,"6.3e-07"
"GO:0030001","metal ion transport",486,298,245.32,"6.4e-07"
"GO:0045665","negative regulation of neuron differenti...",37,33,18.68,"6.9e-07"
"GO:0048546","digestive tract morphogenesis",37,33,18.68,"6.9e-07"
"GO:0001756","somitogenesis",47,40,23.72,"7.1e-07"
"GO:0061053","somite development",47,40,23.72,"7.1e-07"
"GO:0016043","cellular component organization",2595,1420,1309.87,"8.1e-07"
"GO:0008016","regulation of heart contraction",82,63,41.39,"8.2e-07"
"GO:0002790","peptide secretion",101,75,50.98,"8.2e-07"
"GO:0040012","regulation of locomotion",221,147,111.55,"8.6e-07"
"GO:0006464","protein modification process",1659,929,837.41,"8.6e-07"
"GO:0016265","death",1144,655,577.45,"9.1e-07"
"GO:0065009","regulation of molecular function",945,548,477.01,"9.3e-07"
"GO:0003015","heart process",98,73,49.47,"9.3e-07"
"GO:0060047","heart contraction",98,73,49.47,"9.3e-07"
"GO:0012501","programmed cell death",1051,605,530.51,"9.5e-07"
"GO:0009605","response to external stimulus",987,570,498.21,"1.2e-06"
"GO:0008219","cell death",1140,652,575.44,"1.2e-06"
"GO:0046058","cAMP metabolic process",126,90,63.6,"1.2e-06"
"GO:0006915","apoptosis",1040,598,524.96,"1.3e-06"
"GO:0010033","response to organic substance",886,515,447.22,"1.4e-06"
"GO:0016568","chromatin modification",262,170,132.25,"1.4e-06"
"GO:0030334","regulation of cell migration",200,134,100.95,"1.4e-06"
"GO:0010817","regulation of hormone levels",231,152,116.6,"1.5e-06"
"GO:0060021","palate development",39,34,19.69,"1.6e-06"
"GO:0014032","neural crest cell development",32,29,16.15,"1.6e-06"
"GO:0014033","neural crest cell differentiation",32,29,16.15,"1.6e-06"
"GO:0008544","epidermis development",187,126,94.39,"1.8e-06"
"GO:0001837","epithelial to mesenchymal transition",28,26,14.13,"1.9e-06"
"GO:0015833","peptide transport",112,81,56.53,"1.9e-06"
"GO:0050770","regulation of axonogenesis",60,48,30.29,"2.1e-06"
"GO:0060349","bone morphogenesis",35,31,17.67,"2.2e-06"
"GO:0021537","telencephalon development",85,64,42.91,"2.3e-06"
"GO:0010551","regulation of gene-specific transcriptio...",119,85,60.07,"2.4e-06"
"GO:0032569","gene-specific transcription from RNA pol...",119,85,60.07,"2.4e-06"
"GO:0007243","protein kinase cascade",533,321,269.04,"2.5e-06"
"GO:0006807","nitrogen compound metabolic process",4280,2284,2160.41,"2.5e-06"
"GO:0007264","small GTPase mediated signal transductio...",515,311,259.96,"2.6e-06"
"GO:0007369","gastrulation",82,62,41.39,"2.6e-06"
"GO:0030278","regulation of ossification",82,62,41.39,"2.6e-06"
"GO:0009987","cellular process",11472,5884,5790.69,"2.7e-06"
"GO:0045859","regulation of protein kinase activity",336,211,169.6,"2.8e-06"
"GO:0007548","sex differentiation",171,116,86.32,"2.8e-06"
"GO:0030198","extracellular matrix organization",116,83,58.55,"2.9e-06"
"GO:0009612","response to mechanical stimulus",65,51,32.81,"3.0e-06"
"GO:0009190","cyclic nucleotide biosynthetic process",131,92,66.12,"3.1e-06"
"GO:0031589","cell-substrate adhesion",136,95,68.65,"3.2e-06"
"GO:0046903","secretion",469,285,236.74,"3.3e-06"
"GO:0006812","cation transport",587,350,296.3,"3.3e-06"
"GO:0009954","proximal/distal pattern formation",23,22,11.61,"3.4e-06"
"GO:0030239","myofibril assembly",23,22,11.61,"3.4e-06"
"GO:0060548","negative regulation of cell death",403,248,203.42,"3.8e-06"
"GO:0003008","system process",1477,827,745.54,"3.9e-06"
"GO:0030072","peptide hormone secretion",97,71,48.96,"3.9e-06"
"GO:0001932","regulation of protein amino acid phospho...",201,133,101.46,"4.3e-06"
"GO:0006140","regulation of nucleotide metabolic proce...",125,88,63.1,"4.3e-06"
"GO:0042221","response to chemical stimulus",1465,820,739.48,"4.6e-06"
"GO:0007218","neuropeptide signaling pathway",86,64,43.41,"4.6e-06"
"GO:0016331","morphogenesis of embryonic epithelium",86,64,43.41,"4.6e-06"
"GO:0045860","positive regulation of protein kinase ac...",215,141,108.53,"4.7e-06"
"GO:0060070","Wnt receptor signaling pathway through b...",37,32,18.68,"4.7e-06"
"GO:0071375","cellular response to peptide hormone sti...",99,72,49.97,"5.0e-06"
"GO:0006811","ion transport",795,462,401.29,"5.1e-06"
"GO:0048747","muscle fiber development",61,48,30.79,"5.1e-06"
"GO:0021515","cell differentiation in spinal cord",30,27,15.14,"5.2e-06"
"GO:0021543","pallium development",55,44,27.76,"5.7e-06"
"GO:0048589","developmental growth",171,115,86.32,"5.9e-06"
"GO:0051969","regulation of transmission of nerve impu...",149,102,75.21,"5.9e-06"
"GO:0001525","angiogenesis",207,136,104.49,"5.9e-06"
"GO:0045667","regulation of osteoblast differentiation",46,38,23.22,"6.0e-06"
"GO:0030799","regulation of cyclic nucleotide metaboli...",124,87,62.59,"6.1e-06"
"GO:0031644","regulation of neurological system proces...",161,109,81.27,"6.4e-06"
"GO:0030514","negative regulation of BMP signaling pat...",22,21,11.1,"6.5e-06"
"GO:0048738","cardiac muscle tissue development",66,51,33.31,"6.8e-06"
"GO:0030802","regulation of cyclic nucleotide biosynth...",121,85,61.08,"7.2e-06"
"GO:0030808","regulation of nucleotide biosynthetic pr...",121,85,61.08,"7.2e-06"
"GO:0033674","positive regulation of kinase activity",225,146,113.57,"7.6e-06"
"GO:0048608","reproductive structure development",170,114,85.81,"8.0e-06"
"GO:0048645","organ formation",36,31,18.17,"8.1e-06"
"GO:0007266","Rho protein signal transduction",133,92,67.13,"8.6e-06"
"GO:0048665","neuron fate specification",17,17,8.58,"8.9e-06"
"GO:0002062","chondrocyte differentiation",39,33,19.69,"9.0e-06"
"GO:0010927","cellular component assembly involved in ...",39,33,19.69,"9.0e-06"
"GO:0048547","gut morphogenesis",29,26,14.64,"9.3e-06"
"GO:0007160","cell-matrix adhesion",105,75,53,"9.5e-06"
"GO:0050954","sensory perception of mechanical stimulu...",105,75,53,"9.5e-06"
"GO:0043549","regulation of kinase activity",351,217,177.17,"9.6e-06"
"GO:0046883","regulation of hormone secretion",92,67,46.44,"9.7e-06"
"GO:0031016","pancreas development",45,37,22.71,"9.9e-06"
"GO:0043412","macromolecule modification",1731,957,873.75,"1.0e-05"
"GO:0046578","regulation of Ras protein signal transdu...",212,138,107.01,"1.1e-05"
"GO:0043066","negative regulation of apoptosis",389,238,196.35,"1.1e-05"
"GO:0030814","regulation of cAMP metabolic process",112,79,56.53,"1.2e-05"
"GO:0002088","lens development in camera-type eye",32,28,16.15,"1.2e-05"
"GO:0043069","negative regulation of programmed cell d...",395,241,199.38,"1.2e-05"
"GO:0006816","calcium ion transport",178,118,89.85,"1.3e-05"
"GO:0030073","insulin secretion",86,63,43.41,"1.3e-05"
"GO:0048534","hemopoietic or lymphoid organ developmen...",345,213,174.14,"1.3e-05"
"GO:0001667","ameboidal cell migration",56,44,28.27,"1.4e-05"
"GO:0021983","pituitary gland development",35,30,17.67,"1.4e-05"
"GO:0048863","stem cell differentiation",35,30,17.67,"1.4e-05"
"GO:0051179","localization",3256,1748,1643.52,"1.4e-05"
"GO:0042476","odontogenesis",67,51,33.82,"1.5e-05"
"GO:0035265","organ growth",50,40,25.24,"1.5e-05"
"GO:0051347","positive regulation of transferase activ...",234,150,118.12,"1.5e-05"
"GO:0032868","response to insulin stimulus",141,96,71.17,"1.6e-05"
"GO:0006836","neurotransmitter transport",101,72,50.98,"1.6e-05"
"GO:0090101","negative regulation of transmembrane rec...",47,38,23.72,"1.6e-05"
"GO:0021953","central nervous system neuron differenti...",44,36,22.21,"1.6e-05"
"GO:0001701","in utero embryonic development",250,159,126.19,"1.7e-05"
"GO:0031032","actomyosin structure organization",28,25,14.13,"1.7e-05"
"GO:0051046","regulation of secretion",236,151,119.13,"1.7e-05"
"GO:0051338","regulation of transferase activity",364,223,183.74,"1.8e-05"
"GO:0032330","regulation of chondrocyte differentiatio...",16,16,8.08,"1.8e-05"
"GO:0061035","regulation of cartilage development",16,16,8.08,"1.8e-05"
"GO:0021915","neural tube development",85,62,42.91,"1.9e-05"
"GO:0030902","hindbrain development",69,52,34.83,"2.0e-05"
"GO:0030509","BMP signaling pathway",58,45,29.28,"2.0e-05"
"GO:0055082","cellular chemical homeostasis",406,246,204.94,"2.0e-05"
