"GO.ID","Term","Annotated","Significant","Expected","pval.fis"
"GO:0006511","ubiquitin-dependent protein catabolic pr...",228,183,160.44,"0.00042"
"GO:0051340","regulation of ligase activity",68,60,47.85,"0.00042"
"GO:0044282","small molecule catabolic process",235,188,165.36,"0.00049"
"GO:0006626","protein targeting to mitochondrion",29,28,20.41,"0.00049"
"GO:0070585","protein localization in mitochondrion",29,28,20.41,"0.00049"
"GO:0006007","glucose catabolic process",62,55,43.63,"0.00054"
"GO:0006310","DNA recombination",113,95,79.51,"0.00055"
"GO:0006508","proteolysis",787,594,553.78,"0.00059"
"GO:0006839","mitochondrial transport",66,58,46.44,"0.00067"
"GO:0051437","positive regulation of ubiquitin-protein...",56,50,39.41,"0.00068"
"GO:0051351","positive regulation of ligase activity",61,54,42.92,"0.00069"
"GO:0000279","M phase",342,267,240.65,"0.00074"
"GO:0034728","nucleosome organization",111,93,78.11,"0.00080"
"GO:0006519","cellular amino acid and derivative metab...",372,289,261.76,"0.00081"
"GO:0051188","cofactor biosynthetic process",102,86,71.77,"0.00083"
"GO:0006605","protein targeting",243,193,170.99,"0.00083"
"GO:0006096","glycolysis",50,45,35.18,"0.00085"
"GO:0006302","double-strand break repair",55,49,38.7,"0.00087"
"GO:0006541","glutamine metabolic process",20,20,14.07,"0.00088"
"GO:0006457","protein folding",169,137,118.92,"0.00099"
"GO:0034613","cellular protein localization",581,442,408.83,"0.00101"
"GO:0002449","lymphocyte mediated immunity",114,95,80.22,"0.00102"
"GO:0006323","DNA packaging",131,108,92.18,"0.00105"
"GO:0044106","cellular amine metabolic process",330,257,232.21,"0.00119"
"GO:0009161","ribonucleoside monophosphate metabolic p...",26,25,18.3,"0.00127"
"GO:0055086","nucleobase, nucleoside and nucleotide me...",435,334,306.09,"0.00142"
"GO:0051179","localization",3256,2359,2291.13,"0.00143"
"GO:0070727","cellular macromolecule localization",584,443,410.94,"0.00147"
"GO:0006006","glucose metabolic process",166,134,116.81,"0.00155"
"GO:0006334","nucleosome assembly",103,86,72.48,"0.00156"
"GO:0031497","chromatin assembly",107,89,75.29,"0.00165"
"GO:0046164","alcohol catabolic process",85,72,59.81,"0.00167"
"GO:0007131","reciprocal meiotic recombination",18,18,12.67,"0.00178"
"GO:0046365","monosaccharide catabolic process",71,61,49.96,"0.00180"
"GO:0006950","response to stress",1744,1279,1227.19,"0.00183"
"GO:0019318","hexose metabolic process",201,160,141.44,"0.00188"
"GO:0006996","organelle organization",1360,1003,956.98,"0.00201"
"GO:0009308","amine metabolic process",431,330,303.28,"0.00208"
"GO:0006066","alcohol metabolic process",453,346,318.76,"0.00218"
"GO:0019320","hexose catabolic process",70,60,49.26,"0.00222"
"GO:0006733","oxidoreduction coenzyme metabolic proces...",51,45,35.89,"0.00229"
"GO:0009156","ribonucleoside monophosphate biosyntheti...",24,23,16.89,"0.00240"
"GO:0051248","negative regulation of protein metabolic...",175,140,123.14,"0.00245"
"GO:0044262","cellular carbohydrate metabolic process",395,303,277.95,"0.00256"
"GO:0009064","glutamine family amino acid metabolic pr...",50,44,35.18,"0.00289"
"GO:0005996","monosaccharide metabolic process",233,183,163.95,"0.00294"
"GO:0002443","leukocyte mediated immunity",137,111,96.4,"0.00301"
"GO:0006753","nucleoside phosphate metabolic process",408,312,287.1,"0.00310"
"GO:0009117","nucleotide metabolic process",408,312,287.1,"0.00310"
"GO:0006396","RNA processing",512,388,360.28,"0.00317"
"GO:0051640","organelle localization",86,72,60.52,"0.00320"
"GO:0032269","negative regulation of cellular protein ...",169,135,118.92,"0.00322"
"GO:0022403","cell cycle phase",433,330,304.69,"0.00346"
"GO:0033365","protein localization in organelle",184,146,129.47,"0.00367"
"GO:0019724","B cell mediated immunity",72,61,50.66,"0.00371"
"GO:0006820","anion transport",131,106,92.18,"0.00401"
"GO:0006399","tRNA metabolic process",139,112,97.81,"0.00412"
"GO:0009112","nucleobase metabolic process",22,21,15.48,"0.00448"
"GO:0009410","response to xenobiotic stimulus",22,21,15.48,"0.00448"
"GO:0005975","carbohydrate metabolic process",559,421,393.35,"0.00459"
"GO:0065003","macromolecular complex assembly",730,545,513.68,"0.00466"
"GO:0006725","cellular aromatic compound metabolic pro...",138,111,97.11,"0.00477"
"GO:0051321","meiotic cell cycle",105,86,73.88,"0.00482"
"GO:0002684","positive regulation of immune system pro...",248,193,174.51,"0.00489"
"GO:0050896","response to stimulus",3428,2472,2412.16,"0.00494"
"GO:0002819","regulation of adaptive immune response",57,49,40.11,"0.00497"
"GO:0007129","synapsis",15,15,10.55,"0.00512"
"GO:0008272","sulfate transport",15,15,10.55,"0.00512"
"GO:0070192","chromosome organization involved in meio...",15,15,10.55,"0.00512"
"GO:0046700","heterocycle catabolic process",79,66,55.59,"0.00522"
"GO:0044085","cellular component biogenesis",1094,807,769.81,"0.00527"
"GO:0032787","monocarboxylic acid metabolic process",331,254,232.91,"0.00528"
"GO:0016071","mRNA metabolic process",327,251,230.1,"0.00540"
"GO:0016064","immunoglobulin mediated immune response",70,59,49.26,"0.00548"
"GO:0008380","RNA splicing",258,200,181.55,"0.00578"
"GO:0006471","protein amino acid ADP-ribosylation",21,20,14.78,"0.00611"
"GO:0009126","purine nucleoside monophosphate metaboli...",21,20,14.78,"0.00611"
"GO:0009167","purine ribonucleoside monophosphate meta...",21,20,14.78,"0.00611"
"GO:0050776","regulation of immune response",219,171,154.1,"0.00613"
"GO:0002822","regulation of adaptive immune response b...",56,48,39.41,"0.00614"
"GO:0055114","oxidation reduction",628,470,441.9,"0.00619"
"GO:0006766","vitamin metabolic process",78,65,54.89,"0.00627"
"GO:0022607","cellular component assembly",991,732,697.33,"0.00634"
"GO:0006333","chromatin assembly or disassembly",144,115,101.33,"0.00639"
"GO:0002252","immune effector process",199,156,140.03,"0.00658"
"GO:0007126","meiosis",103,84,72.48,"0.00666"
"GO:0051327","M phase of meiotic cell cycle",103,84,72.48,"0.00666"
"GO:0051346","negative regulation of hydrolase activit...",51,44,35.89,"0.00671"
"GO:0046483","heterocycle metabolic process",462,349,325.09,"0.00689"
"GO:0031400","negative regulation of protein modificat...",111,90,78.11,"0.00694"
"GO:0006260","DNA replication",214,167,150.58,"0.00699"
"GO:0051298","centrosome duplication",14,14,9.85,"0.00728"
"GO:0006091","generation of precursor metabolites and ...",320,245,225.17,"0.00738"
"GO:0031396","regulation of protein ubiquitination",94,77,66.14,"0.00743"
"GO:0006284","base-excision repair",26,24,18.3,"0.00744"
"GO:0048278","vesicle docking",26,24,18.3,"0.00744"
"GO:0006261","DNA-dependent DNA replication",64,54,45.03,"0.00746"
"GO:0009108","coenzyme biosynthetic process",64,54,45.03,"0.00746"
"GO:0051656","establishment of organelle localization",64,54,45.03,"0.00746"
"GO:0051704","multi-organism process",694,517,488.34,"0.00754"
"GO:0006289","nucleotide-excision repair",55,47,38.7,"0.00757"
"GO:0019362","pyridine nucleotide metabolic process",41,36,28.85,"0.00770"
"GO:0006397","mRNA processing",274,211,192.8,"0.00794"
"GO:0000724","double-strand break repair via homologou...",20,19,14.07,"0.00831"
"GO:0000725","recombinational repair",20,19,14.07,"0.00831"
"GO:0046165","alcohol biosynthetic process",59,50,41.52,"0.00835"
"GO:0022411","cellular component disassembly",89,73,62.63,"0.00850"
"GO:0009820","alkaloid metabolic process",45,39,31.66,"0.00906"
"GO:0034660","ncRNA metabolic process",242,187,170.29,"0.00939"
"GO:0017038","protein import",157,124,110.48,"0.00940"
"GO:0007005","mitochondrion organization",121,97,85.14,"0.00964"
"GO:0006418","tRNA aminoacylation for protein translat...",67,56,47.15,"0.00968"
"GO:0043038","amino acid activation",67,56,47.15,"0.00968"
"GO:0043039","tRNA aminoacylation",67,56,47.15,"0.00968"
"GO:0006769","nicotinamide metabolic process",40,35,28.15,"0.00971"
"GO:0006778","porphyrin metabolic process",40,35,28.15,"0.00971"
"GO:0033013","tetrapyrrole metabolic process",40,35,28.15,"0.00971"
"GO:0046496","nicotinamide nucleotide metabolic proces...",40,35,28.15,"0.00971"
"GO:0051261","protein depolymerization",40,35,28.15,"0.00971"
"GO:0043241","protein complex disassembly",58,49,40.81,"0.01018"
"GO:0006446","regulation of translational initiation",35,31,24.63,"0.01019"
"GO:0007229","integrin-mediated signaling pathway",49,42,34.48,"0.01029"
"GO:0008652","cellular amino acid biosynthetic process",49,42,34.48,"0.01029"
"GO:0006084","acetyl-CoA metabolic process",30,27,21.11,"0.01032"
"GO:0002673","regulation of acute inflammatory respons...",19,18,13.37,"0.01129"
"GO:0009127","purine nucleoside monophosphate biosynth...",19,18,13.37,"0.01129"
"GO:0009168","purine ribonucleoside monophosphate bios...",19,18,13.37,"0.01129"
"GO:0016192","vesicle-mediated transport",615,458,432.75,"0.01187"
"GO:0048584","positive regulation of response to stimu...",251,193,176.62,"0.01200"
"GO:0043603","cellular amide metabolic process",57,48,40.11,"0.01238"
"GO:0016043","cellular component organization",2595,1873,1826.01,"0.01276"
"GO:0009060","aerobic respiration",34,30,23.92,"0.01297"
"GO:0002286","T cell activation during immune response",24,22,16.89,"0.01298"
"GO:0006904","vesicle docking during exocytosis",24,22,16.89,"0.01298"
"GO:0007098","centrosome cycle",24,22,16.89,"0.01298"
"GO:0031398","positive regulation of protein ubiquitin...",78,64,54.89,"0.01321"
"GO:0002285","lymphocyte activation during immune resp...",29,26,20.41,"0.01334"
"GO:0006752","group transfer coenzyme metabolic proces...",29,26,20.41,"0.01334"
"GO:0009110","vitamin biosynthetic process",29,26,20.41,"0.01334"
"GO:0002682","regulation of immune system process",391,295,275.13,"0.01366"
"GO:0009259","ribonucleotide metabolic process",154,121,108.36,"0.01372"
"GO:0032984","macromolecular complex disassembly",65,54,45.74,"0.01398"
"GO:0032886","regulation of microtubule-based process",43,37,30.26,"0.01403"
"GO:0051262","protein tetramerization",43,37,30.26,"0.01403"
"GO:0048285","organelle fission",234,180,164.66,"0.01452"
"GO:0000041","transition metal ion transport",69,57,48.55,"0.01462"
"GO:0015936","coenzyme A metabolic process",12,12,8.44,"0.01471"
"GO:0045047","protein targeting to ER",12,12,8.44,"0.01471"
"GO:0070972","protein localization in endoplasmic reti...",12,12,8.44,"0.01471"
"GO:0043624","cellular protein complex disassembly",56,47,39.41,"0.01501"
"GO:0044419","interspecies interaction between organis...",260,199,182.95,"0.01506"
"GO:0006516","glycoprotein catabolic process",18,17,12.67,"0.01530"
"GO:0006805","xenobiotic metabolic process",18,17,12.67,"0.01530"
"GO:0071466","cellular response to xenobiotic stimulus",18,17,12.67,"0.01530"
"GO:0006090","pyruvate metabolic process",47,40,33.07,"0.01561"
"GO:0050870","positive regulation of T cell activation",77,63,54.18,"0.01561"
"GO:0051726","regulation of cell cycle",308,234,216.73,"0.01580"
"GO:0034621","cellular macromolecular complex subunit ...",444,333,312.43,"0.01588"
"GO:0009306","protein secretion",81,66,57,"0.01599"
"GO:0006984","ER-nuclear signaling pathway",33,29,23.22,"0.01646"
"GO:0034637","cellular carbohydrate biosynthetic proce...",97,78,68.26,"0.01684"
"GO:0019674","NAD metabolic process",23,21,16.18,"0.01708"
"GO:0051289","protein homotetramerization",28,25,19.7,"0.01719"
"GO:0051650","establishment of vesicle localization",28,25,19.7,"0.01719"
"GO:0044093","positive regulation of molecular functio...",566,421,398.27,"0.01735"
"GO:0048583","regulation of response to stimulus",474,354,333.54,"0.01937"
"GO:0002697","regulation of immune effector process",92,74,64.74,"0.01943"
"GO:0002703","regulation of leukocyte mediated immunit...",63,52,44.33,"0.01997"
"GO:0034623","cellular macromolecular complex disassem...",63,52,44.33,"0.01997"
"GO:0002718","regulation of cytokine production during...",17,16,11.96,"0.02069"
"GO:0000272","polysaccharide catabolic process",32,28,22.52,"0.02082"
"GO:0034976","response to endoplasmic reticulum stress",32,28,22.52,"0.02082"
"GO:0051648","vesicle localization",32,28,22.52,"0.02082"
"GO:0071216","cellular response to biotic stimulus",32,28,22.52,"0.02082"
"GO:0006513","protein monoubiquitination",11,11,7.74,"0.02091"
"GO:0006525","arginine metabolic process",11,11,7.74,"0.02091"
"GO:0009070","serine family amino acid biosynthetic pr...",11,11,7.74,"0.02091"
"GO:0009083","branched chain family amino acid catabol...",11,11,7.74,"0.02091"
"GO:0042359","vitamin D metabolic process",11,11,7.74,"0.02091"
"GO:0042533","tumor necrosis factor biosynthetic proce...",11,11,7.74,"0.02091"
"GO:0042534","regulation of tumor necrosis factor bios...",11,11,7.74,"0.02091"
"GO:0070584","mitochondrion morphogenesis",11,11,7.74,"0.02091"
"GO:0000278","mitotic cell cycle",411,308,289.21,"0.02115"
"GO:0009116","nucleoside metabolic process",71,58,49.96,"0.02121"
"GO:0002456","T cell mediated immunity",27,24,19,"0.02208"
"GO:0042384","cilium assembly",27,24,19,"0.02208"
"GO:0046356","acetyl-CoA catabolic process",22,20,15.48,"0.02239"
"GO:0016051","carbohydrate biosynthetic process",138,108,97.11,"0.02334"
"GO:0006612","protein targeting to membrane",36,31,25.33,"0.02388"
"GO:0006869","lipid transport",157,122,110.48,"0.02408"
"GO:0065009","regulation of molecular function",945,692,664.96,"0.02421"
"GO:0050790","regulation of catalytic activity",814,598,572.78,"0.02432"
"GO:0043085","positive regulation of catalytic activit...",496,369,349.02,"0.02434"
"GO:0043086","negative regulation of catalytic activit...",266,202,187.17,"0.02439"
"GO:0009166","nucleotide catabolic process",49,41,34.48,"0.02500"
"GO:0007059","chromosome segregation",78,63,54.89,"0.02571"
"GO:0000280","nuclear division",228,174,160.44,"0.02619"
"GO:0007067","mitosis",228,174,160.44,"0.02619"
"GO:0022406","membrane docking",31,27,21.81,"0.02625"
"GO:0051187","cofactor catabolic process",31,27,21.81,"0.02625"
"GO:0002768","immune response-regulating cell surface ...",53,44,37.29,"0.02632"
"GO:0042594","response to starvation",53,44,37.29,"0.02632"
"GO:0043648","dicarboxylic acid metabolic process",40,34,28.15,"0.02643"
"GO:0016053","organic acid biosynthetic process",175,135,123.14,"0.02707"
"GO:0046394","carboxylic acid biosynthetic process",175,135,123.14,"0.02707"
"GO:0002437","inflammatory response to antigenic stimu...",16,15,11.26,"0.02789"
"GO:0016079","synaptic vesicle exocytosis",16,15,11.26,"0.02789"
"GO:0030520","estrogen receptor signaling pathway",16,15,11.26,"0.02789"
"GO:0033198","response to ATP",16,15,11.26,"0.02789"
"GO:0050863","regulation of T cell activation",121,95,85.14,"0.02799"
"GO:0002712","regulation of B cell mediated immunity",26,23,18.3,"0.02825"
"GO:0002889","regulation of immunoglobulin mediated im...",26,23,18.3,"0.02825"
"GO:0050707","regulation of cytokine secretion",26,23,18.3,"0.02825"
"GO:0006402","mRNA catabolic process",44,37,30.96,"0.02851"
"GO:0006892","post-Golgi vesicle-mediated transport",44,37,30.96,"0.02851"
"GO:0015711","organic anion transport",44,37,30.96,"0.02851"
"GO:0032846","positive regulation of homeostatic proce...",44,37,30.96,"0.02851"
"GO:0034440","lipid oxidation",65,53,45.74,"0.02889"
"GO:0031347","regulation of defense response",140,109,98.51,"0.02912"
"GO:0002367","cytokine production during immune respon...",21,19,14.78,"0.02926"
"GO:0006099","tricarboxylic acid cycle",21,19,14.78,"0.02926"
"GO:0019079","viral genome replication",21,19,14.78,"0.02926"
"GO:0034381","lipoprotein particle clearance",21,19,14.78,"0.02926"
"GO:0009260","ribonucleotide biosynthetic process",136,106,95.7,"0.02965"
"GO:0006198","cAMP catabolic process",10,10,7.04,"0.02972"
"GO:0006265","DNA topological change",10,10,7.04,"0.02972"
"GO:0006614","SRP-dependent cotranslational protein ta...",10,10,7.04,"0.02972"
"GO:0051983","regulation of chromosome segregation",10,10,7.04,"0.02972"
"GO:0030258","lipid modification",97,77,68.26,"0.02982"
"GO:0009309","amine biosynthetic process",85,68,59.81,"0.03014"
"GO:0031646","positive regulation of neurological syst...",39,33,27.44,"0.03242"
"GO:0045833","negative regulation of lipid metabolic p...",30,26,21.11,"0.03297"
"GO:0048193","Golgi vesicle transport",104,82,73.18,"0.03348"
"GO:0010212","response to ionizing radiation",64,52,45.03,"0.03402"
"GO:0019395","fatty acid oxidation",64,52,45.03,"0.03402"
"GO:0051168","nuclear export",64,52,45.03,"0.03402"
"GO:0051259","protein oligomerization",184,141,129.47,"0.03441"
"GO:0043244","regulation of protein complex disassembl...",43,36,30.26,"0.03462"
"GO:0009150","purine ribonucleotide metabolic process",146,113,102.74,"0.03513"
"GO:0009607","response to biotic stimulus",422,314,296.95,"0.03517"
"GO:0016311","dephosphorylation",180,138,126.66,"0.03526"
"GO:0030431","sleep",25,22,17.59,"0.03602"
"GO:0002696","positive regulation of leukocyte activat...",115,90,80.92,"0.03644"
"GO:0043242","negative regulation of protein complex d...",34,29,23.92,"0.03671"
"GO:0050806","positive regulation of synaptic transmis...",34,29,23.92,"0.03671"
"GO:0000045","autophagic vacuole assembly",15,14,10.55,"0.03749"
"GO:0002698","negative regulation of immune effector p...",15,14,10.55,"0.03749"
"GO:0006613","cotranslational protein targeting to mem...",15,14,10.55,"0.03749"
"GO:0009125","nucleoside monophosphate catabolic proce...",15,14,10.55,"0.03749"
"GO:0043470","regulation of carbohydrate catabolic pro...",15,14,10.55,"0.03749"
"GO:0043471","regulation of cellular carbohydrate cata...",15,14,10.55,"0.03749"
"GO:0002429","immune response-activating cell surface ...",51,42,35.89,"0.03770"
"GO:0051494","negative regulation of cytoskeleton orga...",51,42,35.89,"0.03770"
"GO:0006026","aminoglycan catabolic process",20,18,14.07,"0.03809"
"GO:0034404","nucleobase, nucleoside and nucleotide bi...",20,18,14.07,"0.03809"
"GO:0034654","nucleobase, nucleoside, nucleotide and n...",20,18,14.07,"0.03809"
"GO:0009894","regulation of catabolic process",103,81,72.48,"0.03811"
"GO:0002706","regulation of lymphocyte mediated immuni...",55,45,38.7,"0.03871"
"GO:0009119","ribonucleoside metabolic process",55,45,38.7,"0.03871"
"GO:0031669","cellular response to nutrient levels",55,45,38.7,"0.03871"
"GO:0006767","water-soluble vitamin metabolic process",38,32,26.74,"0.03963"
"GO:0006775","fat-soluble vitamin metabolic process",38,32,26.74,"0.03963"
"GO:0051971","positive regulation of transmission of n...",38,32,26.74,"0.03963"
"GO:0050727","regulation of inflammatory response",83,66,58.4,"0.04012"
"GO:0000075","cell cycle checkpoint",75,60,52.77,"0.04043"
"GO:0002274","myeloid leukocyte activation",75,60,52.77,"0.04043"
"GO:0045862","positive regulation of proteolysis",29,25,20.41,"0.04125"
"GO:0007600","sensory perception",708,519,498.19,"0.04202"
"GO:0006110","regulation of glycolysis",9,9,6.33,"0.04225"
"GO:0006206","pyrimidine base metabolic process",9,9,6.33,"0.04225"
"GO:0007289","spermatid nucleus differentiation",9,9,6.33,"0.04225"
"GO:0007413","axonal fasciculation",9,9,6.33,"0.04225"
"GO:0010390","histone monoubiquitination",9,9,6.33,"0.04225"
"GO:0032401","establishment of melanosome localization",9,9,6.33,"0.04225"
"GO:0035065","regulation of histone acetylation",9,9,6.33,"0.04225"
"GO:0042273","ribosomal large subunit biogenesis",9,9,6.33,"0.04225"
"GO:0042738","exogenous drug catabolic process",9,9,6.33,"0.04225"
"GO:0051457","maintenance of protein location in nucle...",9,9,6.33,"0.04225"
"GO:0070193","synaptonemal complex organization",9,9,6.33,"0.04225"
"GO:0050953","sensory perception of light stimulus",193,147,135.81,"0.04269"
"GO:0044092","negative regulation of molecular functio...",325,243,228.69,"0.04321"
"GO:0006954","inflammatory response",343,256,241.36,"0.04363"
"GO:0051260","protein homooligomerization",98,77,68.96,"0.04396"
"GO:0006811","ion transport",795,581,559.41,"0.04476"
"GO:0009314","response to radiation",211,160,148.47,"0.04494"
"GO:0006195","purine nucleotide catabolic process",33,28,23.22,"0.04524"
"GO:0019953","sexual reproduction",454,336,319.46,"0.04554"
"GO:0006509","membrane protein ectodomain proteolysis",24,21,16.89,"0.04573"
"GO:0006829","zinc ion transport",24,21,16.89,"0.04573"
"GO:0044270","cellular nitrogen compound catabolic pro...",24,21,16.89,"0.04573"
"GO:0010639","negative regulation of organelle organiz...",82,65,57.7,"0.04613"
"GO:0015698","inorganic anion transport",82,65,57.7,"0.04613"
"GO:0009615","response to virus",113,88,79.51,"0.04644"
"GO:0002764","immune response-regulating signaling pat...",74,59,52.07,"0.04677"
"GO:0007601","visual perception",192,146,135.1,"0.04690"
"GO:0050865","regulation of cell activation",188,143,132.29,"0.04817"
"GO:0051251","positive regulation of lymphocyte activa...",105,82,73.88,"0.04822"
"GO:0000956","nuclear-transcribed mRNA catabolic proce...",37,31,26.04,"0.04827"
"GO:0006304","DNA modification",37,31,26.04,"0.04827"
"GO:0009583","detection of light stimulus",37,31,26.04,"0.04827"
"GO:0050878","regulation of body fluid levels",158,121,111.18,"0.04887"
"GO:0000737","DNA catabolic process, endonucleolytic",19,17,13.37,"0.04939"
"GO:0016236","macroautophagy",19,17,13.37,"0.04939"
"GO:0033143","regulation of steroid hormone receptor s...",19,17,13.37,"0.04939"
"GO:0050715","positive regulation of cytokine secretio...",19,17,13.37,"0.04939"
"GO:0050867","positive regulation of cell activation",120,93,84.44,"0.05008"
"GO:0051098","regulation of binding",154,118,108.36,"0.05013"
"GO:0002920","regulation of humoral immune response",14,13,9.85,"0.05023"
"GO:0006144","purine base metabolic process",14,13,9.85,"0.05023"
"GO:0042092","T-helper 2 type immune response",14,13,9.85,"0.05023"
"GO:0042375","quinone cofactor metabolic process",14,13,9.85,"0.05023"
"GO:0000910","cytokinesis",41,34,28.85,"0.05052"
"GO:0006405","RNA export from nucleus",41,34,28.85,"0.05052"
"GO:0033619","membrane protein proteolysis",28,24,19.7,"0.05139"
"GO:0010608","posttranscriptional regulation of gene e...",202,153,142.14,"0.05190"
"GO:0050851","antigen receptor-mediated signaling path...",45,37,31.66,"0.05215"
"GO:0006414","translational elongation",85,67,59.81,"0.05223"
"GO:0019748","secondary metabolic process",85,67,59.81,"0.05223"
"GO:0006997","nucleus organization",49,40,34.48,"0.05329"
"GO:0002263","cell activation during immune response",57,46,40.11,"0.05446"
"GO:0002366","leukocyte activation during immune respo...",57,46,40.11,"0.05446"
"GO:0006952","defense response",611,448,429.94,"0.05462"
"GO:0051276","chromosome organization",483,356,339.87,"0.05517"
"GO:0000087","M phase of mitotic cell cycle",238,179,167.47,"0.05534"
"GO:0043122","regulation of I-kappaB kinase/NF-kappaB ...",100,78,70.37,"0.05552"
"GO:0006879","cellular iron ion homeostasis",32,27,22.52,"0.05555"
"GO:0060271","cilium morphogenesis",32,27,22.52,"0.05555"
"GO:0002694","regulation of leukocyte activation",179,136,125.96,"0.05581"
"GO:0042107","cytokine metabolic process",92,72,64.74,"0.05761"
"GO:0006270","DNA replication initiation",23,20,16.18,"0.05781"
"GO:0030042","actin filament depolymerization",23,20,16.18,"0.05781"
"GO:0030968","endoplasmic reticulum unfolded protein r...",23,20,16.18,"0.05781"
"GO:0034620","cellular response to unfolded protein",23,20,16.18,"0.05781"
"GO:0051180","vitamin transport",23,20,16.18,"0.05781"
"GO:0042592","homeostatic process",807,588,567.86,"0.05831"
"GO:0001660","fever",8,8,5.63,"0.06005"
"GO:0002438","acute inflammatory response to antigenic...",8,8,5.63,"0.06005"
"GO:0006677","glycosylceramide metabolic process",8,8,5.63,"0.06005"
"GO:0006734","NADH metabolic process",8,8,5.63,"0.06005"
"GO:0007130","synaptonemal complex assembly",8,8,5.63,"0.06005"
"GO:0008653","lipopolysaccharide metabolic process",8,8,5.63,"0.06005"
"GO:0010543","regulation of platelet activation",8,8,5.63,"0.06005"
"GO:0032402","melanosome transport",8,8,5.63,"0.06005"
"GO:0033523","histone H2B ubiquitination",8,8,5.63,"0.06005"
