"GO.ID","Term","Annotated","Significant","Expected","pval.fis"
"GO:0006977","DNA damage response, signal transduction...",5,2,0.45,"0.06632"
"GO:0010871","negative regulation of receptor biosynth...",5,2,0.45,"0.06632"
"GO:0010887","negative regulation of cholesterol stora...",5,2,0.45,"0.06632"
"GO:0032025","response to cobalt ion",5,2,0.45,"0.06632"
"GO:0042435","indole derivative biosynthetic process",5,2,0.45,"0.06632"
"GO:0045213","neurotransmitter receptor metabolic proc...",5,2,0.45,"0.06632"
"GO:0045713","low-density lipoprotein receptor biosynt...",5,2,0.45,"0.06632"
"GO:0046219","indolalkylamine biosynthetic process",5,2,0.45,"0.06632"
"GO:0048714","positive regulation of oligodendrocyte d...",5,2,0.45,"0.06632"
"GO:0050667","homocysteine metabolic process",5,2,0.45,"0.06632"
"GO:0070242","thymocyte apoptosis",5,2,0.45,"0.06632"
"GO:0070243","regulation of thymocyte apoptosis",5,2,0.45,"0.06632"
"GO:0071158","positive regulation of cell cycle arrest",5,2,0.45,"0.06632"
"GO:0006869","lipid transport",157,20,14.01,"0.06637"
"GO:0007040","lysosome organization",25,5,2.23,"0.06645"
"GO:0010970","microtubule-based transport",25,5,2.23,"0.06645"
"GO:0006740","NADPH regeneration",11,3,0.98,"0.06797"
"GO:0010888","negative regulation of lipid storage",11,3,0.98,"0.06797"
"GO:0030148","sphingolipid biosynthetic process",33,6,2.95,"0.06885"
"GO:0006909","phagocytosis",58,9,5.18,"0.07025"
"GO:0046513","ceramide biosynthetic process",18,4,1.61,"0.07034"
"GO:0030833","regulation of actin filament polymerizat...",50,8,4.46,"0.07354"
"GO:0046164","alcohol catabolic process",85,12,7.59,"0.07404"
"GO:0070301","cellular response to hydrogen peroxide",26,5,2.32,"0.07649"
"GO:0009615","response to virus",113,15,10.08,"0.07726"
"GO:0006576","cellular biogenic amine metabolic proces...",104,14,9.28,"0.07829"
"GO:0044248","cellular catabolic process",748,78,66.75,"0.08022"
"GO:0033559","unsaturated fatty acid metabolic process",51,8,4.55,"0.08074"
"GO:0043542","endothelial cell migration",51,8,4.55,"0.08074"
"GO:0051346","negative regulation of hydrolase activit...",51,8,4.55,"0.08074"
"GO:0006000","fructose metabolic process",19,4,1.7,"0.08307"
"GO:0010469","regulation of receptor activity",19,4,1.7,"0.08307"
"GO:0006518","peptide metabolic process",43,7,3.84,"0.08435"
"GO:0006183","GTP biosynthetic process",12,3,1.07,"0.08482"
"GO:0006228","UTP biosynthetic process",12,3,1.07,"0.08482"
"GO:0007250","activation of NF-kappaB-inducing kinase ...",12,3,1.07,"0.08482"
"GO:0030730","sequestering of triglyceride",12,3,1.07,"0.08482"
"GO:0045932","negative regulation of muscle contractio...",12,3,1.07,"0.08482"
"GO:0046051","UTP metabolic process",12,3,1.07,"0.08482"
"GO:0060081","membrane hyperpolarization",12,3,1.07,"0.08482"
"GO:0006338","chromatin remodeling",52,8,4.64,"0.08835"
"GO:0015718","monocarboxylic acid transport",61,9,5.44,"0.09051"
"GO:0030041","actin filament polymerization",61,9,5.44,"0.09051"
"GO:0006355","regulation of transcription, DNA-depende...",1733,170,154.66,"0.09124"
"GO:0000183","chromatin silencing at rDNA",6,2,0.54,"0.09372"
"GO:0006577","betaine metabolic process",6,2,0.54,"0.09372"
"GO:0009437","carnitine metabolic process",6,2,0.54,"0.09372"
"GO:0010886","positive regulation of cholesterol stora...",6,2,0.54,"0.09372"
"GO:0015870","acetylcholine transport",6,2,0.54,"0.09372"
"GO:0019405","alditol catabolic process",6,2,0.54,"0.09372"
"GO:0046146","tetrahydrobiopterin metabolic process",6,2,0.54,"0.09372"
"GO:0051775","response to redox state",6,2,0.54,"0.09372"
"GO:0051927","negative regulation of calcium ion trans...",6,2,0.54,"0.09372"
"GO:0060206","estrous cycle phase",6,2,0.54,"0.09372"
"GO:0060600","dichotomous subdivision of an epithelial...",6,2,0.54,"0.09372"
"GO:0006026","aminoglycan catabolic process",20,4,1.78,"0.09683"
"GO:0009143","nucleoside triphosphate catabolic proces...",20,4,1.78,"0.09683"
"GO:0043154","negative regulation of caspase activity",20,4,1.78,"0.09683"
"GO:0046131","pyrimidine ribonucleoside metabolic proc...",20,4,1.78,"0.09683"
"GO:0046467","membrane lipid biosynthetic process",36,6,3.21,"0.09683"
"GO:0046148","pigment biosynthetic process",45,7,4.02,"0.10210"
"GO:0003279","cardiac septum development",13,3,1.16,"0.10323"
"GO:0006027","glycosaminoglycan catabolic process",13,3,1.16,"0.10323"
"GO:0006200","ATP catabolic process",13,3,1.16,"0.10323"
"GO:0006241","CTP biosynthetic process",13,3,1.16,"0.10323"
"GO:0009208","pyrimidine ribonucleoside triphosphate m...",13,3,1.16,"0.10323"
"GO:0009209","pyrimidine ribonucleoside triphosphate b...",13,3,1.16,"0.10323"
"GO:0009247","glycolipid biosynthetic process",13,3,1.16,"0.10323"
"GO:0032800","receptor biosynthetic process",13,3,1.16,"0.10323"
"GO:0034405","response to fluid shear stress",13,3,1.16,"0.10323"
"GO:0043502","regulation of muscle adaptation",13,3,1.16,"0.10323"
"GO:0044036","cell wall macromolecule metabolic proces...",13,3,1.16,"0.10323"
"GO:0046036","CTP metabolic process",13,3,1.16,"0.10323"
"GO:0050853","B cell receptor signaling pathway",13,3,1.16,"0.10323"
"GO:0051702","interaction with symbiont",13,3,1.16,"0.10323"
"GO:0071554","cell wall organization or biogenesis",13,3,1.16,"0.10323"
"GO:0006304","DNA modification",37,6,3.3,"0.10732"
"GO:0010876","lipid localization",177,21,15.8,"0.10878"
"GO:0010743","regulation of macrophage derived foam ce...",21,4,1.87,"0.11158"
"GO:0046520","sphingoid biosynthetic process",21,4,1.87,"0.11158"
"GO:0007269","neurotransmitter secretion",55,8,4.91,"0.11355"
"GO:0008064","regulation of actin polymerization or de...",55,8,4.91,"0.11355"
"GO:0010952","positive regulation of peptidase activit...",55,8,4.91,"0.11355"
"GO:0030832","regulation of actin filament length",55,8,4.91,"0.11355"
"GO:0043280","positive regulation of caspase activity",55,8,4.91,"0.11355"
"GO:0010565","regulation of cellular ketone metabolic ...",64,9,5.71,"0.11386"
"GO:0007249","I-kappaB kinase/NF-kappaB cascade",140,17,12.49,"0.11871"
"GO:0006595","polyamine metabolic process",14,3,1.25,"0.12305"
"GO:0008088","axon cargo transport",14,3,1.25,"0.12305"
"GO:0009148","pyrimidine nucleoside triphosphate biosy...",14,3,1.25,"0.12305"
"GO:0010458","exit from mitosis",14,3,1.25,"0.12305"
"GO:0015813","L-glutamate transport",14,3,1.25,"0.12305"
"GO:0046039","GTP metabolic process",14,3,1.25,"0.12305"
"GO:0051925","regulation of calcium ion transport via ...",14,3,1.25,"0.12305"
"GO:0051926","negative regulation of calcium ion trans...",14,3,1.25,"0.12305"
"GO:0001676","long-chain fatty acid metabolic process",7,2,0.62,"0.12366"
"GO:0006002","fructose 6-phosphate metabolic process",7,2,0.62,"0.12366"
"GO:0006122","mitochondrial electron transport, ubiqui...",7,2,0.62,"0.12366"
"GO:0006264","mitochondrial DNA replication",7,2,0.62,"0.12366"
"GO:0006303","double-strand break repair via nonhomolo...",7,2,0.62,"0.12366"
"GO:0019047","provirus integration",7,2,0.62,"0.12366"
"GO:0030069","lysogeny",7,2,0.62,"0.12366"
"GO:0032000","positive regulation of fatty acid beta-o...",7,2,0.62,"0.12366"
"GO:0035095","behavioral response to nicotine",7,2,0.62,"0.12366"
"GO:0043114","regulation of vascular permeability",7,2,0.62,"0.12366"
"GO:0045717","negative regulation of fatty acid biosyn...",7,2,0.62,"0.12366"
"GO:0045986","negative regulation of smooth muscle con...",7,2,0.62,"0.12366"
"GO:0046174","polyol catabolic process",7,2,0.62,"0.12366"
"GO:0051972","regulation of telomerase activity",7,2,0.62,"0.12366"
"GO:0060080","regulation of inhibitory postsynaptic me...",7,2,0.62,"0.12366"
"GO:0070232","regulation of T cell apoptosis",7,2,0.62,"0.12366"
"GO:0044275","cellular carbohydrate catabolic process",93,12,8.3,"0.12375"
"GO:0042743","hydrogen peroxide metabolic process",30,5,2.68,"0.12414"
"GO:0051252","regulation of RNA metabolic process",1778,172,158.67,"0.12654"
"GO:0031056","regulation of histone modification",22,4,1.96,"0.12726"
"GO:0042219","cellular amino acid derivative catabolic...",22,4,1.96,"0.12726"
"GO:0008152","metabolic process",7980,731,712.16,"0.12897"
"GO:0006919","activation of caspase activity",48,7,4.28,"0.13218"
"GO:0009309","amine biosynthetic process",85,11,7.59,"0.13441"
"GO:0008154","actin polymerization or depolymerization",76,10,6.78,"0.13752"
"GO:0009566","fertilization",76,10,6.78,"0.13752"
"GO:0043254","regulation of protein complex assembly",76,10,6.78,"0.13752"
"GO:0030168","platelet activation",31,5,2.77,"0.13778"
"GO:0046320","regulation of fatty acid oxidation",31,5,2.77,"0.13778"
"GO:0031329","regulation of cellular catabolic process",67,9,5.98,"0.14022"
"GO:0055114","oxidation reduction",628,64,56.04,"0.14301"
"GO:0006968","cellular defense response",49,7,4.37,"0.14309"
"GO:0006692","prostanoid metabolic process",23,4,2.05,"0.14379"
"GO:0006693","prostaglandin metabolic process",23,4,2.05,"0.14379"
"GO:0006706","steroid catabolic process",23,4,2.05,"0.14379"
"GO:0030317","sperm motility",23,4,2.05,"0.14379"
"GO:0042558","pteridine and derivative metabolic proce...",23,4,2.05,"0.14379"
"GO:0000045","autophagic vacuole assembly",15,3,1.34,"0.14412"
"GO:0007129","synapsis",15,3,1.34,"0.14412"
"GO:0009203","ribonucleoside triphosphate catabolic pr...",15,3,1.34,"0.14412"
"GO:0009207","purine ribonucleoside triphosphate catab...",15,3,1.34,"0.14412"
"GO:0048854","brain morphogenesis",15,3,1.34,"0.14412"
"GO:0070192","chromosome organization involved in meio...",15,3,1.34,"0.14412"
"GO:0007605","sensory perception of sound",96,12,8.57,"0.14629"
"GO:0006575","cellular amino acid derivative metabolic...",165,19,14.73,"0.14994"
"GO:0000272","polysaccharide catabolic process",32,5,2.86,"0.15206"
"GO:0050728","negative regulation of inflammatory resp...",32,5,2.86,"0.15206"
"GO:0006563","L-serine metabolic process",8,2,0.71,"0.15548"
"GO:0007130","synaptonemal complex assembly",8,2,0.71,"0.15548"
"GO:0008631","induction of apoptosis by oxidative stre...",8,2,0.71,"0.15548"
"GO:0009135","purine nucleoside diphosphate metabolic ...",8,2,0.71,"0.15548"
"GO:0009179","purine ribonucleoside diphosphate metabo...",8,2,0.71,"0.15548"
"GO:0031060","regulation of histone methylation",8,2,0.71,"0.15548"
"GO:0032042","mitochondrial DNA metabolic process",8,2,0.71,"0.15548"
"GO:0032091","negative regulation of protein binding",8,2,0.71,"0.15548"
"GO:0033194","response to hydroperoxide",8,2,0.71,"0.15548"
"GO:0040015","negative regulation of multicellular org...",8,2,0.71,"0.15548"
"GO:0042447","hormone catabolic process",8,2,0.71,"0.15548"
"GO:0042640","anagen",8,2,0.71,"0.15548"
"GO:0045653","negative regulation of megakaryocyte dif...",8,2,0.71,"0.15548"
"GO:0051593","response to folic acid",8,2,0.71,"0.15548"
"GO:0071156","regulation of cell cycle arrest",8,2,0.71,"0.15548"
"GO:0001505","regulation of neurotransmitter levels",88,11,7.85,"0.15935"
"GO:0006687","glycosphingolipid metabolic process",24,4,2.14,"0.16112"
"GO:0007628","adult walking behavior",24,4,2.14,"0.16112"
"GO:0009395","phospholipid catabolic process",24,4,2.14,"0.16112"
"GO:0010742","macrophage derived foam cell differentia...",24,4,2.14,"0.16112"
"GO:0030101","natural killer cell activation",24,4,2.14,"0.16112"
"GO:0060078","regulation of postsynaptic membrane pote...",24,4,2.14,"0.16112"
"GO:0090077","foam cell differentiation",24,4,2.14,"0.16112"
"GO:0032271","regulation of protein polymerization",60,8,5.35,"0.16313"
"GO:0006519","cellular amino acid and derivative metab...",372,39,33.2,"0.16364"
"GO:0007613","memory",51,7,4.55,"0.16613"
"GO:0008277","regulation of G-protein coupled receptor...",51,7,4.55,"0.16613"
"GO:0019722","calcium-mediated signaling",51,7,4.55,"0.16613"
"GO:0009147","pyrimidine nucleoside triphosphate metab...",16,3,1.43,"0.16625"
"GO:0034199","activation of protein kinase A activity",16,3,1.43,"0.16625"
"GO:0050996","positive regulation of lipid catabolic p...",16,3,1.43,"0.16625"
"GO:0006195","purine nucleotide catabolic process",33,5,2.95,"0.16692"
"GO:0031331","positive regulation of cellular cataboli...",42,6,3.75,"0.16777"
"GO:0040029","regulation of gene expression, epigeneti...",89,11,7.94,"0.16814"
"GO:0019320","hexose catabolic process",70,9,6.25,"0.16939"
"GO:0046942","carboxylic acid transport",159,18,14.19,"0.17538"
"GO:0042440","pigment metabolic process",52,7,4.64,"0.17823"
"GO:0006221","pyrimidine nucleotide biosynthetic proce...",25,4,2.23,"0.17915"
"GO:0043122","regulation of I-kappaB kinase/NF-kappaB ...",100,12,8.92,"0.17947"
"GO:0046365","monosaccharide catabolic process",71,9,6.34,"0.17970"
"GO:0006672","ceramide metabolic process",43,6,3.84,"0.18130"
"GO:0050817","coagulation",120,14,10.71,"0.18201"
"GO:0015849","organic acid transport",160,18,14.28,"0.18220"
"GO:0043242","negative regulation of protein complex d...",34,5,3.03,"0.18232"
"GO:0006351","transcription, DNA-dependent",1852,176,165.28,"0.18431"
"GO:0006007","glucose catabolic process",62,8,5.53,"0.18537"
"GO:0006955","immune response",663,66,59.17,"0.18710"
"GO:0000002","mitochondrial genome maintenance",9,2,0.8,"0.18860"
"GO:0001573","ganglioside metabolic process",9,2,0.8,"0.18860"
"GO:0002029","desensitization of G-protein coupled rec...",9,2,0.8,"0.18860"
"GO:0003084","positive regulation of systemic arterial...",9,2,0.8,"0.18860"
"GO:0009185","ribonucleoside diphosphate metabolic pro...",9,2,0.8,"0.18860"
"GO:0022401","negative adaptation of signaling pathway",9,2,0.8,"0.18860"
"GO:0023058","adaptation of signaling pathway",9,2,0.8,"0.18860"
"GO:0030212","hyaluronan metabolic process",9,2,0.8,"0.18860"
"GO:0031571","G1/S DNA damage checkpoint",9,2,0.8,"0.18860"
"GO:0032799","low-density lipoprotein receptor metabol...",9,2,0.8,"0.18860"
"GO:0042053","regulation of dopamine metabolic process",9,2,0.8,"0.18860"
"GO:0045922","negative regulation of fatty acid metabo...",9,2,0.8,"0.18860"
"GO:0050884","neuromuscular process controlling postur...",9,2,0.8,"0.18860"
"GO:0060052","neurofilament cytoskeleton organization",9,2,0.8,"0.18860"
"GO:0070193","synaptonemal complex organization",9,2,0.8,"0.18860"
"GO:0006637","acyl-CoA metabolic process",17,3,1.52,"0.18930"
"GO:0009084","glutamine family amino acid biosynthetic...",17,3,1.52,"0.18930"
"GO:0015800","acidic amino acid transport",17,3,1.52,"0.18930"
"GO:0032890","regulation of organic acid transport",17,3,1.52,"0.18930"
"GO:0035383","thioester metabolic process",17,3,1.52,"0.18930"
"GO:0042402","cellular biogenic amine catabolic proces...",17,3,1.52,"0.18930"
"GO:0045744","negative regulation of G-protein coupled...",17,3,1.52,"0.18930"
"GO:0046503","glycerolipid catabolic process",17,3,1.52,"0.18930"
"GO:0051055","negative regulation of lipid biosyntheti...",17,3,1.52,"0.18930"
"GO:0019217","regulation of fatty acid metabolic proce...",53,7,4.73,"0.19069"
"GO:0032774","RNA biosynthetic process",1856,176,165.64,"0.19285"
"GO:0051899","membrane depolarization",44,6,3.93,"0.19524"
"GO:0043123","positive regulation of I-kappaB kinase/N...",92,11,8.21,"0.19589"
"GO:0051336","regulation of hydrolase activity",327,34,29.18,"0.19614"
"GO:0002444","myeloid leukocyte mediated immunity",26,4,2.32,"0.19781"
"GO:0006476","protein amino acid deacetylation",26,4,2.32,"0.19781"
"GO:0034614","cellular response to reactive oxygen spe...",35,5,3.12,"0.19822"
"GO:0006665","sphingolipid metabolic process",73,9,6.51,"0.20114"
"GO:0009894","regulation of catabolic process",103,12,9.19,"0.20649"
"GO:0009063","cellular amino acid catabolic process",64,8,5.71,"0.20882"
"GO:0006914","autophagy",45,6,4.02,"0.20957"
"GO:0007017","microtubule-based process",267,28,23.83,"0.20983"
"GO:0019752","carboxylic acid metabolic process",606,60,54.08,"0.21270"
"GO:0043436","oxoacid metabolic process",606,60,54.08,"0.21270"
"GO:0001539","ciliary or flagellar motility",18,3,1.61,"0.21309"
"GO:0001963","synaptic transmission, dopaminergic",18,3,1.61,"0.21309"
"GO:0006516","glycoprotein catabolic process",18,3,1.61,"0.21309"
"GO:0006739","NADP metabolic process",18,3,1.61,"0.21309"
"GO:0009220","pyrimidine ribonucleotide biosynthetic p...",18,3,1.61,"0.21309"
"GO:0031330","negative regulation of cellular cataboli...",18,3,1.61,"0.21309"
"GO:0042304","regulation of fatty acid biosynthetic pr...",18,3,1.61,"0.21309"
"GO:0045494","photoreceptor cell maintenance",18,3,1.61,"0.21309"
"GO:0048873","homeostasis of number of cells within a ...",18,3,1.61,"0.21309"
"GO:0050764","regulation of phagocytosis",18,3,1.61,"0.21309"
"GO:0051693","actin filament capping",18,3,1.61,"0.21309"
"GO:0006584","catecholamine metabolic process",36,5,3.21,"0.21457"
"GO:0009712","catechol metabolic process",36,5,3.21,"0.21457"
"GO:0031348","negative regulation of defense response",36,5,3.21,"0.21457"
"GO:0034311","diol metabolic process",36,5,3.21,"0.21457"
"GO:0042401","cellular biogenic amine biosynthetic pro...",36,5,3.21,"0.21457"
"GO:0006213","pyrimidine nucleoside metabolic process",27,4,2.41,"0.21703"
"GO:0001885","endothelial cell development",10,2,0.89,"0.22254"
"GO:0002861","regulation of inflammatory response to a...",10,2,0.89,"0.22254"
"GO:0003281","ventricular septum development",10,2,0.89,"0.22254"
"GO:0003300","cardiac muscle hypertrophy",10,2,0.89,"0.22254"
"GO:0006098","pentose-phosphate shunt",10,2,0.89,"0.22254"
"GO:0006911","phagocytosis, engulfment",10,2,0.89,"0.22254"
"GO:0007096","regulation of exit from mitosis",10,2,0.89,"0.22254"
"GO:0010745","negative regulation of macrophage derive...",10,2,0.89,"0.22254"
"GO:0014061","regulation of norepinephrine secretion",10,2,0.89,"0.22254"
"GO:0014897","striated muscle hypertrophy",10,2,0.89,"0.22254"
"GO:0015671","oxygen transport",10,2,0.89,"0.22254"
"GO:0031000","response to caffeine",10,2,0.89,"0.22254"
"GO:0032413","negative regulation of ion transmembrane...",10,2,0.89,"0.22254"
"GO:0045346","regulation of MHC class II biosynthetic ...",10,2,0.89,"0.22254"
"GO:0045649","regulation of macrophage differentiation",10,2,0.89,"0.22254"
"GO:0046329","negative regulation of JNK cascade",10,2,0.89,"0.22254"
"GO:0048243","norepinephrine secretion",10,2,0.89,"0.22254"
"GO:0048713","regulation of oligodendrocyte differenti...",10,2,0.89,"0.22254"
"GO:0055117","regulation of cardiac muscle contraction",10,2,0.89,"0.22254"
"GO:0060411","cardiac septum morphogenesis",10,2,0.89,"0.22254"
"GO:0050730","regulation of peptidyl-tyrosine phosphor...",75,9,6.69,"0.22357"
"GO:0051028","mRNA transport",75,9,6.69,"0.22357"
"GO:0032313","regulation of Rab GTPase activity",46,6,4.11,"0.22426"
"GO:0032482","Rab protein signal transduction",46,6,4.11,"0.22426"
"GO:0032483","regulation of Rab protein signal transdu...",46,6,4.11,"0.22426"
"GO:0050954","sensory perception of mechanical stimulu...",105,12,9.37,"0.22544"
"GO:0044255","cellular lipid metabolic process",556,55,49.62,"0.22656"
"GO:0006220","pyrimidine nucleotide metabolic process",37,5,3.3,"0.23133"
"GO:0018958","phenol metabolic process",37,5,3.3,"0.23133"
"GO:0042311","vasodilation",37,5,3.3,"0.23133"
"GO:0002673","regulation of acute inflammatory respons...",19,3,1.7,"0.23747"
"GO:0006749","glutathione metabolic process",19,3,1.7,"0.23747"
"GO:0009154","purine ribonucleotide catabolic process",19,3,1.7,"0.23747"
"GO:0009218","pyrimidine ribonucleotide metabolic proc...",19,3,1.7,"0.23747"
"GO:0009268","response to pH",19,3,1.7,"0.23747"
"GO:0016236","macroautophagy",19,3,1.7,"0.23747"
"GO:0016339","calcium-dependent cell-cell adhesion",19,3,1.7,"0.23747"
"GO:0030225","macrophage differentiation",19,3,1.7,"0.23747"
"GO:0030835","negative regulation of actin filament de...",19,3,1.7,"0.23747"
"GO:0050926","regulation of positive chemotaxis",19,3,1.7,"0.23747"
"GO:0050927","positive regulation of positive chemotax...",19,3,1.7,"0.23747"
"GO:0007596","blood coagulation",117,13,10.44,"0.24357"
"GO:0016197","endosome transport",57,7,5.09,"0.24369"
"GO:0006082","organic acid metabolic process",614,60,54.8,"0.24465"
"GO:0019915","lipid storage",38,5,3.39,"0.24844"
"GO:0034599","cellular response to oxidative stress",48,6,4.28,"0.25456"
"GO:0007566","embryo implantation",29,4,2.59,"0.25682"
"GO:0010332","response to gamma radiation",29,4,2.59,"0.25682"
"GO:0030330","DNA damage response, signal transduction...",29,4,2.59,"0.25682"
"GO:0045862","positive regulation of proteolysis",29,4,2.59,"0.25682"
"GO:0000726","non-recombinational repair",11,2,0.98,"0.25689"
"GO:0001953","negative regulation of cell-matrix adhes...",11,2,0.98,"0.25689"
"GO:0002076","osteoblast development",11,2,0.98,"0.25689"
"GO:0002446","neutrophil mediated immunity",11,2,0.98,"0.25689"
"GO:0006360","transcription from RNA polymerase I prom...",11,2,0.98,"0.25689"
"GO:0008207","C21-steroid hormone metabolic process",11,2,0.98,"0.25689"
"GO:0009070","serine family amino acid biosynthetic pr...",11,2,0.98,"0.25689"
"GO:0009071","serine family amino acid catabolic proce...",11,2,0.98,"0.25689"
"GO:0010632","regulation of epithelial cell migration",11,2,0.98,"0.25689"
"GO:0010744","positive regulation of macrophage derive...",11,2,0.98,"0.25689"
"GO:0010884","positive regulation of lipid storage",11,2,0.98,"0.25689"
"GO:0017145","stem cell division",11,2,0.98,"0.25689"
