"GO.ID","Term","Annotated","Significant","Expected","pval.fis"
"GO:0006289","nucleotide-excision repair",55,45,30.96,"5.8e-05"
"GO:0051439","regulation of ubiquitin-protein ligase a...",58,47,32.65,"6.4e-05"
"GO:0051351","positive regulation of ligase activity",61,49,34.34,"6.9e-05"
"GO:0019362","pyridine nucleotide metabolic process",41,35,23.08,"7.1e-05"
"GO:0006766","vitamin metabolic process",106,79,59.67,"7.3e-05"
"GO:0019320","hexose catabolic process",70,55,39.4,"7.9e-05"
"GO:0006996","organelle organization",1351,825,760.51,"0.00010"
"GO:0006261","DNA-dependent DNA replication",63,50,35.46,"0.00010"
"GO:0006769","nicotinamide metabolic process",40,34,22.52,"0.00011"
"GO:0046496","nicotinamide nucleotide metabolic proces...",40,34,22.52,"0.00011"
"GO:0032787","monocarboxylic acid metabolic process",339,224,190.83,"0.00013"
"GO:0048193","Golgi vesicle transport",104,77,58.54,"0.00013"
"GO:0051437","positive regulation of ubiquitin-protein...",56,45,31.52,"0.00013"
"GO:0006007","glucose catabolic process",62,49,34.9,"0.00015"
"GO:0016072","rRNA metabolic process",86,65,48.41,"0.00015"
"GO:0006352","transcription initiation",91,68,51.23,"0.00020"
"GO:0051603","proteolysis involved in cellular protein...",243,164,136.79,"0.00021"
"GO:0006367","transcription initiation from RNA polyme...",61,48,34.34,"0.00021"
"GO:0006091","generation of precursor metabolites and ...",320,211,180.14,"0.00023"
"GO:0006260","DNA replication",215,146,121.03,"0.00029"
"GO:0046365","monosaccharide catabolic process",78,59,43.91,"0.00030"
"GO:0005996","monosaccharide metabolic process",228,154,128.35,"0.00030"
"GO:0044257","cellular protein catabolic process",246,165,138.48,"0.00032"
"GO:0007093","mitotic cell cycle checkpoint",44,36,24.77,"0.00033"
"GO:0031570","DNA integrity checkpoint",44,36,24.77,"0.00033"
"GO:0016054","organic acid catabolic process",123,88,69.24,"0.00034"
"GO:0046395","carboxylic acid catabolic process",123,88,69.24,"0.00034"
"GO:0046164","alcohol catabolic process",92,68,51.79,"0.00035"
"GO:0007005","mitochondrion organization",120,86,67.55,"0.00036"
"GO:0051640","organelle localization",86,64,48.41,"0.00037"
"GO:0006066","alcohol metabolic process",446,286,251.06,"0.00038"
"GO:0006520","cellular amino acid metabolic process",245,164,137.92,"0.00038"
"GO:0044106","cellular amine metabolic process",245,164,137.92,"0.00038"
"GO:0019941","modification-dependent protein catabolic...",234,157,131.72,"0.00043"
"GO:0043632","modification-dependent macromolecule cat...",234,157,131.72,"0.00043"
"GO:0046907","intracellular transport",785,487,441.9,"0.00044"
"GO:0006284","base-excision repair",26,23,14.64,"0.00046"
"GO:0009988","cell-cell recognition",18,17,10.13,"0.00048"
"GO:0019321","pentose metabolic process",33,28,18.58,"0.00049"
"GO:0006730","one-carbon metabolic process",135,95,75.99,"0.00051"
"GO:0006997","nucleus organization",49,39,27.58,"0.00055"
"GO:0019538","protein metabolic process",2930,1727,1649.37,"0.00057"
"GO:0006418","tRNA aminoacylation for protein translat...",67,51,37.72,"0.00059"
"GO:0043038","amino acid activation",67,51,37.72,"0.00059"
"GO:0043039","tRNA aminoacylation",67,51,37.72,"0.00059"
"GO:0022900","electron transport chain",104,75,58.54,"0.00062"
"GO:0051648","vesicle localization",32,27,18.01,"0.00074"
"GO:0009820","alkaloid metabolic process",45,36,25.33,"0.00075"
"GO:0006637","acyl-CoA metabolic process",17,16,9.57,"0.00081"
"GO:0006511","ubiquitin-dependent protein catabolic pr...",228,152,128.35,"0.00081"
"GO:0034621","cellular macromolecular complex subunit ...",428,273,240.93,"0.00082"
"GO:0042770","DNA damage response, signal transduction",74,55,41.66,"0.00100"
"GO:0000077","DNA damage checkpoint",41,33,23.08,"0.00102"
"GO:0007017","microtubule-based process",266,174,149.74,"0.00138"
"GO:0006084","acetyl-CoA metabolic process",30,25,16.89,"0.00169"
"GO:0019674","NAD metabolic process",23,20,12.95,"0.00181"
"GO:0043933","macromolecular complex subunit organizat...",713,439,401.36,"0.00190"
"GO:0006839","mitochondrial transport",66,49,37.15,"0.00193"
"GO:0006886","intracellular protein transport",532,332,299.48,"0.00204"
"GO:0000226","microtubule cytoskeleton organization",158,107,88.94,"0.00207"
"GO:0044237","cellular metabolic process",7005,4026,3943.28,"0.00209"
"GO:0000737","DNA catabolic process, endonucleolytic",19,17,10.7,"0.00214"
"GO:0009451","RNA modification",48,37,27.02,"0.00223"
"GO:0006613","cotranslational protein targeting to mem...",15,14,8.44,"0.00227"
"GO:0006626","protein targeting to mitochondrion",29,24,16.32,"0.00253"
"GO:0070585","protein localization in mitochondrion",29,24,16.32,"0.00253"
"GO:0010212","response to ionizing radiation",62,46,34.9,"0.00270"
"GO:0008152","metabolic process",8021,4594,4515.21,"0.00274"
"GO:0034641","cellular nitrogen compound metabolic pro...",307,197,172.82,"0.00274"
"GO:0000070","mitotic sister chromatid segregation",32,26,18.01,"0.00278"
"GO:0034613","cellular protein localization",578,358,325.37,"0.00282"
"GO:0006096","glycolysis",50,38,28.15,"0.00305"
"GO:0034622","cellular macromolecular complex assembly",371,235,208.84,"0.00306"
"GO:0044255","cellular lipid metabolic process",713,437,401.36,"0.00310"
"GO:0016073","snRNA metabolic process",10,10,5.63,"0.00319"
"GO:0016180","snRNA processing",10,10,5.63,"0.00319"
"GO:0006903","vesicle targeting",18,16,10.13,"0.00344"
"GO:0051656","establishment of organelle localization",64,47,36.03,"0.00345"
"GO:0070727","cellular macromolecule localization",581,359,327.06,"0.00345"
"GO:0051650","establishment of vesicle localization",28,23,15.76,"0.00378"
"GO:0006297","nucleotide-excision repair, DNA gap fill...",14,13,7.88,"0.00379"
"GO:0035036","sperm-egg recognition",14,13,7.88,"0.00379"
"GO:0006519","cellular amino acid and derivative metab...",381,240,214.47,"0.00417"
"GO:0006631","fatty acid metabolic process",231,150,130.04,"0.00432"
"GO:0006368","RNA elongation from RNA polymerase II pr...",43,33,24.21,"0.00435"
"GO:0009126","purine nucleoside monophosphate metaboli...",21,18,11.82,"0.00438"
"GO:0009167","purine ribonucleoside monophosphate meta...",21,18,11.82,"0.00438"
"GO:0009057","macromolecule catabolic process",948,572,533.65,"0.00496"
"GO:0045017","glycerolipid biosynthetic process",82,58,46.16,"0.00503"
"GO:0006014","D-ribose metabolic process",24,20,13.51,"0.00509"
"GO:0006904","vesicle docking during exocytosis",24,20,13.51,"0.00509"
"GO:0032392","DNA geometric change",17,15,9.57,"0.00548"
"GO:0032508","DNA duplex unwinding",17,15,9.57,"0.00548"
"GO:0000387","spliceosomal snRNP biogenesis",27,22,15.2,"0.00559"
"GO:0006743","ubiquinone metabolic process",9,9,5.07,"0.00566"
"GO:0006744","ubiquinone biosynthetic process",9,9,5.07,"0.00566"
"GO:0009435","NAD biosynthetic process",9,9,5.07,"0.00566"
"GO:0045426","quinone cofactor biosynthetic process",9,9,5.07,"0.00566"
"GO:0048199","vesicle targeting, to, from or within Go...",9,9,5.07,"0.00566"
"GO:0065003","macromolecular complex assembly",639,391,359.71,"0.00576"
"GO:0000819","sister chromatid segregation",33,26,18.58,"0.00608"
"GO:0002685","regulation of leukocyte migration",33,26,18.58,"0.00608"
"GO:0051297","centrosome organization",36,28,20.27,"0.00615"
"GO:0007339","binding of sperm to zona pellucida",13,12,7.32,"0.00630"
"GO:0005975","carbohydrate metabolic process",563,346,316.93,"0.00637"
"GO:0006950","response to stress",1737,1026,977.8,"0.00661"
"GO:0007030","Golgi organization",20,17,11.26,"0.00675"
"GO:0045861","negative regulation of proteolysis",20,17,11.26,"0.00675"
"GO:0046504","glycerol ether biosynthetic process",20,17,11.26,"0.00675"
"GO:0051716","cellular response to stimulus",822,497,462.72,"0.00696"
"GO:0006959","humoral immune response",67,48,37.72,"0.00699"
"GO:0006497","protein amino acid lipidation",53,39,29.83,"0.00707"
"GO:0006270","DNA replication initiation",23,19,12.95,"0.00764"
"GO:0051234","establishment of localization",2828,1649,1591.95,"0.00785"
"GO:0009161","ribonucleoside monophosphate metabolic p...",26,21,14.64,"0.00821"
"GO:0048278","vesicle docking",26,21,14.64,"0.00821"
"GO:0022618","ribonucleoprotein complex assembly",58,42,32.65,"0.00840"
"GO:0006810","transport",2801,1633,1576.75,"0.00842"
"GO:0000041","transition metal ion transport",69,49,38.84,"0.00847"
"GO:0009110","vitamin biosynthetic process",29,23,16.32,"0.00853"
"GO:0001522","pseudouridine synthesis",16,14,9.01,"0.00869"
"GO:0006890","retrograde vesicle-mediated transport, G...",16,14,9.01,"0.00869"
"GO:0006891","intra-Golgi vesicle-mediated transport",16,14,9.01,"0.00869"
"GO:0019748","secondary metabolic process",85,59,47.85,"0.00893"
"GO:0006629","lipid metabolic process",857,516,482.43,"0.00911"
"GO:0043285","biopolymer catabolic process",926,556,521.27,"0.00921"
"GO:0019318","hexose metabolic process",168,110,94.57,"0.00922"
"GO:0006323","DNA packaging",132,88,74.31,"0.00939"
"GO:0016053","organic acid biosynthetic process",178,116,100.2,"0.00948"
"GO:0046394","carboxylic acid biosynthetic process",178,116,100.2,"0.00948"
"GO:0006662","glycerol ether metabolic process",63,45,35.46,"0.00968"
"GO:0034728","nucleosome organization",111,75,62.48,"0.00979"
"GO:0044085","cellular component biogenesis",1020,610,574.18,"0.01003"
"GO:0007094","mitotic cell cycle spindle assembly chec...",8,8,4.5,"0.01007"
"GO:0031577","spindle checkpoint",8,8,4.5,"0.01007"
"GO:0032892","positive regulation of organic acid tran...",8,8,4.5,"0.01007"
"GO:0045841","negative regulation of mitotic metaphase...",8,8,4.5,"0.01007"
"GO:0009116","nucleoside metabolic process",71,50,39.97,"0.01014"
"GO:0016052","carbohydrate catabolic process",116,78,65.3,"0.01022"
"GO:0051605","protein maturation by peptide bond cleav...",60,43,33.78,"0.01033"
"GO:0009127","purine nucleoside monophosphate biosynth...",19,16,10.7,"0.01034"
"GO:0009168","purine ribonucleoside monophosphate bios...",19,16,10.7,"0.01034"
"GO:0050892","intestinal absorption",19,16,10.7,"0.01034"
"GO:0045047","protein targeting to ER",12,11,6.76,"0.01042"
"GO:0050000","chromosome localization",12,11,6.76,"0.01042"
"GO:0051303","establishment of chromosome localization",12,11,6.76,"0.01042"
"GO:0051053","negative regulation of DNA metabolic pro...",43,32,24.21,"0.01091"
"GO:0043603","cellular amide metabolic process",57,41,32.09,"0.01102"
"GO:0046165","alcohol biosynthetic process",57,41,32.09,"0.01102"
"GO:0065004","protein-DNA complex assembly",113,76,63.61,"0.01106"
"GO:0008206","bile acid metabolic process",22,18,12.38,"0.01139"
"GO:0010524","positive regulation of calcium ion trans...",22,18,12.38,"0.01139"
"GO:0010498","proteasomal protein catabolic process",105,71,59.11,"0.01145"
"GO:0043161","proteasomal ubiquitin-dependent protein ...",105,71,59.11,"0.01145"
"GO:0051321","meiotic cell cycle",105,71,59.11,"0.01145"
"GO:0018904","organic ether metabolic process",65,46,36.59,"0.01168"
"GO:0006120","mitochondrial electron transport, NADH t...",37,28,20.83,"0.01175"
"GO:0031023","microtubule organizing center organizati...",37,28,20.83,"0.01175"
"GO:0030258","lipid modification",97,66,54.6,"0.01178"
"GO:0002687","positive regulation of leukocyte migrati...",25,20,14.07,"0.01198"
"GO:0006888","ER to Golgi vesicle-mediated transport",34,26,19.14,"0.01205"
"GO:0051289","protein homotetramerization",28,22,15.76,"0.01223"
"GO:0022406","membrane docking",31,24,17.45,"0.01223"
"GO:0044419","interspecies interaction between organis...",261,165,146.92,"0.01294"
"GO:0032259","methylation",107,72,60.23,"0.01295"
"GO:0019058","viral infectious cycle",48,35,27.02,"0.01321"
"GO:0045333","cellular respiration",99,67,55.73,"0.01340"
"GO:0019432","triglyceride biosynthetic process",15,13,8.44,"0.01368"
"GO:0031576","G2/M transition checkpoint",15,13,8.44,"0.01368"
"GO:0045087","innate immune response",168,109,94.57,"0.01402"
"GO:0009063","cellular amino acid catabolic process",64,45,36.03,"0.01498"
"GO:0009308","amine metabolic process",431,265,242.62,"0.01507"
"GO:0015908","fatty acid transport",39,29,21.95,"0.01544"
"GO:0006739","NADP metabolic process",18,15,10.13,"0.01571"
"GO:0007131","reciprocal meiotic recombination",18,15,10.13,"0.01571"
"GO:0046460","neutral lipid biosynthetic process",18,15,10.13,"0.01571"
"GO:0046463","acylglycerol biosynthetic process",18,15,10.13,"0.01571"
"GO:0006119","oxidative phosphorylation",106,71,59.67,"0.01577"
"GO:0006638","neutral lipid metabolic process",61,43,34.34,"0.01611"
"GO:0015718","monocarboxylic acid transport",61,43,34.34,"0.01611"
"GO:0006612","protein targeting to membrane",36,27,20.27,"0.01611"
"GO:0019751","polyol metabolic process",50,36,28.15,"0.01638"
"GO:0046486","glycerolipid metabolic process",167,108,94.01,"0.01645"
"GO:0007091","mitotic metaphase/anaphase transition",21,17,11.82,"0.01684"
"GO:0042364","water-soluble vitamin biosynthetic proce...",21,17,11.82,"0.01684"
"GO:0006334","nucleosome assembly",103,69,57.98,"0.01708"
"GO:0007126","meiosis",103,69,57.98,"0.01708"
"GO:0051327","M phase of meiotic cell cycle",103,69,57.98,"0.01708"
"GO:0009264","deoxyribonucleotide catabolic process",11,10,6.19,"0.01713"
"GO:0009650","UV protection",11,10,6.19,"0.01713"
"GO:0034453","microtubule anchoring",11,10,6.19,"0.01713"
"GO:0045839","negative regulation of mitosis",11,10,6.19,"0.01713"
"GO:0051784","negative regulation of nuclear division",11,10,6.19,"0.01713"
"GO:0042158","lipoprotein biosynthetic process",58,41,32.65,"0.01731"
"GO:0006829","zinc ion transport",24,19,13.51,"0.01734"
"GO:0009156","ribonucleoside monophosphate biosyntheti...",24,19,13.51,"0.01734"
"GO:0042384","cilium assembly",27,21,15.2,"0.01740"
"GO:0050900","leukocyte migration",82,56,46.16,"0.01745"
"GO:0006354","RNA elongation",47,34,26.46,"0.01746"
"GO:0046942","carboxylic acid transport",159,103,89.5,"0.01764"
"GO:0016032","viral reproduction",66,46,37.15,"0.01771"
"GO:0009310","amine catabolic process",74,51,41.66,"0.01772"
"GO:0007099","centriole replication",7,7,3.94,"0.01789"
"GO:0048200","Golgi transport vesicle coating",7,7,3.94,"0.01789"
"GO:0048205","COPI coating of Golgi vesicle",7,7,3.94,"0.01789"
"GO:0070232","regulation of T cell apoptosis",7,7,3.94,"0.01789"
"GO:0008610","lipid biosynthetic process",354,219,199.28,"0.01801"
"GO:0051641","cellular localization",1191,705,670.44,"0.01839"
"GO:0022904","respiratory electron transport chain",63,44,35.46,"0.01910"
"GO:0006605","protein targeting",243,153,136.79,"0.01964"
"GO:0006006","glucose metabolic process",133,87,74.87,"0.01973"
"GO:0006639","acylglycerol metabolic process",60,42,33.78,"0.02060"
"GO:0016050","vesicle organization",68,47,38.28,"0.02071"
"GO:0006901","vesicle coating",14,12,7.88,"0.02136"
"GO:0010165","response to X-ray",14,12,7.88,"0.02136"
"GO:0042375","quinone cofactor metabolic process",14,12,7.88,"0.02136"
"GO:0015849","organic acid transport",160,103,90.07,"0.02240"
"GO:0002541","activation of plasma proteins involved i...",32,24,18.01,"0.02296"
"GO:0006298","mismatch repair",17,14,9.57,"0.02365"
"GO:0006641","triglyceride metabolic process",54,38,30.4,"0.02395"
"GO:0030162","regulation of proteolysis",54,38,30.4,"0.02395"
"GO:0050906","detection of stimulus involved in sensor...",62,43,34.9,"0.02422"
"GO:0006383","transcription from RNA polymerase III pr...",26,20,14.64,"0.02454"
"GO:0000724","double-strand break repair via homologou...",20,16,11.26,"0.02468"
"GO:0000725","recombinational repair",20,16,11.26,"0.02468"
"GO:0019059","initiation of viral infection",20,16,11.26,"0.02468"
"GO:0051649","establishment of localization in cell",1118,661,629.35,"0.02469"
"GO:0019637","organophosphate metabolic process",214,135,120.47,"0.02500"
"GO:0051028","mRNA transport",75,51,42.22,"0.02541"
"GO:0000956","nuclear-transcribed mRNA catabolic proce...",37,27,20.83,"0.02788"
"GO:0007127","meiosis I",37,27,20.83,"0.02788"
"GO:0001833","inner cell mass cell proliferation",10,9,5.63,"0.02796"
"GO:0006098","pentose-phosphate shunt",10,9,5.63,"0.02796"
"GO:0006614","SRP-dependent cotranslational protein ta...",10,9,5.63,"0.02796"
"GO:0006625","protein targeting to peroxisome",10,9,5.63,"0.02796"
"GO:0007141","male meiosis I",10,9,5.63,"0.02796"
"GO:0016226","iron-sulfur cluster assembly",10,9,5.63,"0.02796"
"GO:0019359","nicotinamide nucleotide biosynthetic pro...",10,9,5.63,"0.02796"
"GO:0031163","metallo-sulfur cluster assembly",10,9,5.63,"0.02796"
"GO:0042953","lipoprotein transport",10,9,5.63,"0.02796"
"GO:0050688","regulation of defense response to virus",10,9,5.63,"0.02796"
"GO:0018130","heterocycle biosynthetic process",56,39,31.52,"0.02833"
"GO:0016192","vesicle-mediated transport",604,363,340.01,"0.02918"
"GO:0042176","regulation of protein catabolic process",82,55,46.16,"0.03011"
"GO:0022415","viral reproductive process",61,42,34.34,"0.03054"
"GO:0042773","ATP synthesis coupled electron transport",53,37,29.83,"0.03064"
"GO:0042775","mitochondrial ATP synthesis coupled elec...",53,37,29.83,"0.03064"
"GO:0006406","mRNA export from nucleus",31,23,17.45,"0.03130"
"GO:0007602","phototransduction",31,23,17.45,"0.03130"
"GO:0000012","single strand break repair",6,6,3.38,"0.03179"
"GO:0006047","UDP-N-acetylglucosamine metabolic proces...",6,6,3.38,"0.03179"
"GO:0006266","DNA ligation",6,6,3.38,"0.03179"
"GO:0006285","base-excision repair, AP site formation",6,6,3.38,"0.03179"
"GO:0006390","transcription from mitochondrial promote...",6,6,3.38,"0.03179"
"GO:0006465","signal peptide processing",6,6,3.38,"0.03179"
"GO:0006824","cobalt ion transport",6,6,3.38,"0.03179"
"GO:0007089","traversing start control point of mitoti...",6,6,3.38,"0.03179"
"GO:0010866","regulation of triglyceride biosynthetic ...",6,6,3.38,"0.03179"
"GO:0016558","protein import into peroxisome matrix",6,6,3.38,"0.03179"
"GO:0018342","protein prenylation",6,6,3.38,"0.03179"
"GO:0032232","negative regulation of actin filament bu...",6,6,3.38,"0.03179"
"GO:0046033","AMP metabolic process",6,6,3.38,"0.03179"
"GO:0046839","phospholipid dephosphorylation",6,6,3.38,"0.03179"
"GO:0006413","translational initiation",66,45,37.15,"0.03245"
"GO:0044270","nitrogen compound catabolic process",97,64,54.6,"0.03276"
"GO:0001832","blastocyst growth",13,11,7.32,"0.03306"
"GO:0006309","DNA fragmentation involved in apoptosis",13,11,7.32,"0.03306"
"GO:0006957","complement activation, alternative pathw...",13,11,7.32,"0.03306"
"GO:0009074","aromatic amino acid family catabolic pro...",13,11,7.32,"0.03306"
"GO:0019363","pyridine nucleotide biosynthetic process",13,11,7.32,"0.03306"
"GO:0019884","antigen processing and presentation of e...",13,11,7.32,"0.03306"
"GO:0032309","icosanoid secretion",13,11,7.32,"0.03306"
"GO:0070231","T cell apoptosis",13,11,7.32,"0.03306"
"GO:0002252","immune effector process",197,124,110.9,"0.03343"
"GO:0007018","microtubule-based movement",107,70,60.23,"0.03391"
"GO:0010970","microtubule-based transport",25,19,14.07,"0.03431"
"GO:0006900","membrane budding",16,13,9.01,"0.03529"
"GO:0007062","sister chromatid cohesion",16,13,9.01,"0.03529"
"GO:0030520","estrogen receptor signaling pathway",16,13,9.01,"0.03529"
"GO:0046356","acetyl-CoA catabolic process",22,17,12.38,"0.03537"
"GO:0000718","nucleotide-excision repair, DNA damage r...",19,15,10.7,"0.03583"
"GO:0009394","2'-deoxyribonucleotide metabolic process",19,15,10.7,"0.03583"
"GO:0019692","deoxyribose phosphate metabolic process",19,15,10.7,"0.03583"
"GO:0030071","regulation of mitotic metaphase/anaphase...",19,15,10.7,"0.03583"
"GO:0006953","acute-phase response",36,26,20.27,"0.03704"
"GO:0009584","detection of visible light",36,26,20.27,"0.03704"
"GO:0050908","detection of light stimulus involved in ...",36,26,20.27,"0.03704"
"GO:0050962","detection of light stimulus involved in ...",36,26,20.27,"0.03704"
"GO:0050657","nucleic acid transport",86,57,48.41,"0.03773"
"GO:0050658","RNA transport",86,57,48.41,"0.03773"
"GO:0051236","establishment of RNA localization",86,57,48.41,"0.03773"
"GO:0002443","leukocyte mediated immunity",134,86,75.43,"0.03816"
"GO:0032507","maintenance of protein location in cell",44,31,24.77,"0.03873"
"GO:0032846","positive regulation of homeostatic proce...",44,31,24.77,"0.03873"
"GO:0009062","fatty acid catabolic process",52,36,29.27,"0.03895"
"GO:0042157","lipoprotein metabolic process",83,55,46.72,"0.04099"
"GO:0007286","spermatid development",57,39,32.09,"0.04158"
"GO:0009166","nucleotide catabolic process",49,34,27.58,"0.04226"
"GO:0006956","complement activation",30,22,16.89,"0.04230"
"GO:0032200","telomere organization",30,22,16.89,"0.04230"
"GO:0006644","phospholipid metabolic process",200,125,112.58,"0.04285"
"GO:0031497","chromatin assembly",108,70,60.8,"0.04404"
"GO:0009615","response to virus",113,73,63.61,"0.04429"
"GO:0000184","nuclear-transcribed mRNA catabolic proce...",27,20,15.2,"0.04495"
"GO:0010332","response to gamma radiation",27,20,15.2,"0.04495"
"GO:0019400","alditol metabolic process",27,20,15.2,"0.04495"
"GO:0042177","negative regulation of protein catabolic...",27,20,15.2,"0.04495"
"GO:0055088","lipid homeostasis",54,37,30.4,"0.04521"
"GO:0046489","phosphoinositide biosynthetic process",38,27,21.39,"0.04521"
"GO:0007076","mitotic chromosome condensation",9,8,5.07,"0.04529"
"GO:0010390","histone monoubiquitination",9,8,5.07,"0.04529"
"GO:0030174","regulation of DNA replication initiation",9,8,5.07,"0.04529"
"GO:0032006","regulation of TOR signaling pathway",9,8,5.07,"0.04529"
"GO:0032769","negative regulation of monooxygenase act...",9,8,5.07,"0.04529"
"GO:0046339","diacylglycerol metabolic process",9,8,5.07,"0.04529"
"GO:0046641","positive regulation of alpha-beta T cell...",9,8,5.07,"0.04529"
"GO:0047496","vesicle transport along microtubule",9,8,5.07,"0.04529"
"GO:0051310","metaphase plate congression",9,8,5.07,"0.04529"
"GO:0043414","biopolymer methylation",85,56,47.85,"0.04551"
"GO:0007292","female gamete generation",67,45,37.72,"0.04565"
"GO:0051726","regulation of cell cycle",304,186,171.13,"0.04590"
"GO:0006508","proteolysis",752,446,423.32,"0.04635"
"GO:0002684","positive regulation of immune system pro...",248,153,139.61,"0.04727"
"GO:0007098","centrosome cycle",24,18,13.51,"0.04750"
"GO:0009262","deoxyribonucleotide metabolic process",24,18,13.51,"0.04750"
"GO:0042278","purine nucleoside metabolic process",35,25,19.7,"0.04880"
"GO:0046128","purine ribonucleoside metabolic process",35,25,19.7,"0.04880"
"GO:0006944","membrane fusion",64,43,36.03,"0.04969"
"GO:0006099","tricarboxylic acid cycle",21,16,11.82,"0.04978"
"GO:0006471","protein amino acid ADP-ribosylation",21,16,11.82,"0.04978"
"GO:0048284","organelle fusion",21,16,11.82,"0.04978"
"GO:0006518","peptide metabolic process",43,30,24.21,"0.04978"
"GO:0007051","spindle organization",43,30,24.21,"0.04978"
"GO:0033077","T cell differentiation in the thymus",43,30,24.21,"0.04978"
"GO:0051262","protein tetramerization",43,30,24.21,"0.04978"
"GO:0007283","spermatogenesis",308,188,173.38,"0.04992"
"GO:0048232","male gamete generation",308,188,173.38,"0.04992"
