"GO.ID","Term","Annotated","Significant","Expected","pval.fis"
"GO:0031326","regulation of cellular biosynthetic proc...",2827,1286,1069.18,"3.6e-21"
"GO:0000904","cell morphogenesis involved in different...",318,202,120.27,"5.7e-21"
"GO:0045941","positive regulation of transcription",584,330,220.87,"6.6e-21"
"GO:0010468","regulation of gene expression",2739,1248,1035.9,"9.2e-21"
"GO:0031175","neuron projection development",340,212,128.59,"1.6e-20"
"GO:0006357","regulation of transcription from RNA pol...",739,400,279.49,"1.7e-20"
"GO:0045893","positive regulation of transcription, DN...",495,287,187.21,"1.7e-20"
"GO:0010556","regulation of macromolecule biosynthetic...",2691,1225,1017.74,"3.8e-20"
"GO:0050793","regulation of developmental process",769,412,290.84,"5.0e-20"
"GO:0010557","positive regulation of macromolecule bio...",675,369,255.29,"6.3e-20"
"GO:0006351","transcription, DNA-dependent",1852,878,700.43,"7.7e-20"
"GO:0006928","cellular component movement",624,345,236,"1.0e-19"
"GO:0032774","RNA biosynthetic process",1856,879,701.95,"1.1e-19"
"GO:0051254","positive regulation of RNA metabolic pro...",502,288,189.86,"1.2e-19"
"GO:0007423","sensory organ development",269,174,101.74,"2.0e-19"
"GO:0007389","pattern specification process",303,191,114.6,"2.4e-19"
"GO:0009966","regulation of signal transduction",943,487,356.65,"2.6e-19"
"GO:0023051","regulation of signaling process",943,487,356.65,"2.6e-19"
"GO:0006350","transcription",2557,1164,967.07,"5.2e-19"
"GO:0006366","transcription from RNA polymerase II pro...",865,451,327.15,"6.6e-19"
"GO:0009888","tissue development",801,422,302.94,"9.1e-19"
"GO:0030030","cell projection organization",469,270,177.38,"9.4e-19"
"GO:0009891","positive regulation of biosynthetic proc...",730,390,276.09,"1.0e-18"
"GO:0007420","brain development",339,207,128.21,"1.5e-18"
"GO:0048568","embryonic organ development",242,158,91.53,"2.5e-18"
"GO:0051173","positive regulation of nitrogen compound...",682,367,257.93,"2.5e-18"
"GO:0031328","positive regulation of cellular biosynth...",720,384,272.31,"2.8e-18"
"GO:0045944","positive regulation of transcription fro...",394,233,149.01,"2.9e-18"
"GO:0010604","positive regulation of macromolecule met...",896,461,338.87,"6.5e-18"
"GO:0045935","positive regulation of nucleobase, nucle...",661,356,249.99,"7.1e-18"
"GO:0060284","regulation of cell development",248,160,93.79,"8.3e-18"
"GO:0045596","negative regulation of cell differentiat...",227,149,85.85,"1.1e-17"
"GO:0035295","tube development",295,183,111.57,"1.5e-17"
"GO:0009893","positive regulation of metabolic process",972,492,367.61,"2.5e-17"
"GO:0032989","cellular component morphogenesis",511,285,193.26,"3.9e-17"
"GO:0051093","negative regulation of developmental pro...",281,175,106.28,"4.5e-17"
"GO:0000902","cell morphogenesis",469,265,177.38,"5.6e-17"
"GO:0007267","cell-cell signaling",690,365,260.96,"1.1e-16"
"GO:0031325","positive regulation of cellular metaboli...",928,469,350.97,"2.2e-16"
"GO:0061061","muscle structure development",324,194,122.54,"3.5e-16"
"GO:0023052","signaling",4018,1728,1519.62,"4.3e-16"
"GO:0048812","neuron projection morphogenesis",274,169,103.63,"5.9e-16"
"GO:0048667","cell morphogenesis involved in neuron di...",267,165,100.98,"1.0e-15"
"GO:0003002","regionalization",234,148,88.5,"1.8e-15"
"GO:0051960","regulation of nervous system development",229,145,86.61,"3.1e-15"
"GO:0048736","appendage development",115,85,43.49,"3.1e-15"
"GO:0060173","limb development",115,85,43.49,"3.1e-15"
"GO:0035107","appendage morphogenesis",110,82,41.6,"4.2e-15"
"GO:0035108","limb morphogenesis",110,82,41.6,"4.2e-15"
"GO:0009792","embryonic development ending in birth or...",415,234,156.95,"5.4e-15"
"GO:0048562","embryonic organ morphogenesis",160,109,60.51,"5.6e-15"
"GO:0007242","intracellular signaling cascade",1573,736,594.91,"6.9e-15"
"GO:0030326","embryonic limb morphogenesis",95,73,35.93,"8.7e-15"
"GO:0035113","embryonic appendage morphogenesis",95,73,35.93,"8.7e-15"
"GO:0043009","chordate embryonic development",410,231,155.06,"9.2e-15"
"GO:0045165","cell fate commitment",157,107,59.38,"9.6e-15"
"GO:0001501","skeletal system development",385,219,145.61,"1.2e-14"
"GO:0044057","regulation of system process",322,189,121.78,"1.3e-14"
"GO:0048870","cell motility",468,257,177,"1.7e-14"
"GO:0051674","localization of cell",468,257,177,"1.7e-14"
"GO:0016477","cell migration",432,240,163.38,"2.3e-14"
"GO:0007517","muscle organ development",265,160,100.22,"5.1e-14"
"GO:0010629","negative regulation of gene expression",520,279,196.67,"5.8e-14"
"GO:0023046","signaling process",3483,1501,1317.28,"6.7e-14"
"GO:0023060","signal transmission",3483,1501,1317.28,"6.7e-14"
"GO:0050767","regulation of neurogenesis",205,130,77.53,"7.1e-14"
"GO:0048646","anatomical structure formation involved ...",458,250,173.22,"9.9e-14"
"GO:0060537","muscle tissue development",184,119,69.59,"1.1e-13"
"GO:0007409","axonogenesis",240,147,90.77,"1.1e-13"
"GO:0040011","locomotion",583,306,220.49,"1.4e-13"
"GO:0043583","ear development",116,83,43.87,"1.4e-13"
"GO:0019226","transmission of nerve impulse",417,230,157.71,"2.3e-13"
"GO:0007169","transmembrane receptor protein tyrosine ...",281,166,106.28,"2.5e-13"
"GO:0030900","forebrain development",178,115,67.32,"3.0e-13"
"GO:0016481","negative regulation of transcription",464,251,175.49,"3.4e-13"
"GO:0031327","negative regulation of cellular biosynth...",569,298,215.2,"4.2e-13"
"GO:0007507","heart development",247,149,93.42,"4.2e-13"
"GO:0048729","tissue morphogenesis",263,156,99.47,"8.4e-13"
"GO:0010558","negative regulation of macromolecule bio...",554,290,209.52,"9.4e-13"
"GO:0009890","negative regulation of biosynthetic proc...",581,302,219.74,"9.6e-13"
"GO:0010605","negative regulation of macromolecule met...",734,369,277.6,"1.2e-12"
"GO:0048858","cell projection morphogenesis",306,176,115.73,"1.3e-12"
"GO:0045934","negative regulation of nucleobase, nucle...",518,273,195.91,"1.7e-12"
"GO:0045892","negative regulation of transcription, DN...",373,207,141.07,"1.7e-12"
"GO:0009952","anterior/posterior pattern formation",156,102,59,"2.2e-12"
"GO:0009892","negative regulation of metabolic process",783,389,296.13,"2.3e-12"
"GO:0051172","negative regulation of nitrogen compound...",526,276,198.93,"2.4e-12"
"GO:0014706","striated muscle tissue development",176,112,66.56,"2.7e-12"
"GO:0051253","negative regulation of RNA metabolic pro...",379,209,143.34,"3.0e-12"
"GO:0060485","mesenchyme development",70,55,26.47,"3.6e-12"
"GO:0030323","respiratory tube development",121,83,45.76,"5.6e-12"
"GO:0031324","negative regulation of cellular metaboli...",718,359,271.55,"5.9e-12"
"GO:0008283","cell proliferation",1109,526,419.43,"6.0e-12"
"GO:0001654","eye development",158,102,59.76,"7.1e-12"
"GO:0060541","respiratory system development",129,87,48.79,"7.3e-12"
"GO:0032990","cell part morphogenesis",317,179,119.89,"7.7e-12"
"GO:0010941","regulation of cell death",835,409,315.8,"7.8e-12"
"GO:0043067","regulation of programmed cell death",827,405,312.77,"1.0e-11"
"GO:0048732","gland development",215,130,81.31,"1.0e-11"
"GO:0045664","regulation of neuron differentiation",171,108,64.67,"1.3e-11"
"GO:0006468","protein amino acid phosphorylation",800,392,302.56,"2.1e-11"
"GO:0001655","urogenital system development",176,110,66.56,"2.2e-11"
"GO:0042981","regulation of apoptosis",818,399,309.37,"3.0e-11"
"GO:0030324","lung development",118,80,44.63,"3.4e-11"
"GO:0048706","embryonic skeletal system development",85,62,32.15,"4.6e-11"
"GO:0048839","inner ear development",96,68,36.31,"4.8e-11"
"GO:0007178","transmembrane receptor protein serine/th...",156,99,59,"6.3e-11"
"GO:0048762","mesenchymal cell differentiation",63,49,23.83,"1.1e-10"
"GO:0090092","regulation of transmembrane receptor pro...",90,64,34.04,"1.3e-10"
"GO:0048705","skeletal system morphogenesis",132,86,49.92,"1.6e-10"
"GO:0001656","metanephros development",74,55,27.99,"1.7e-10"
"GO:0007411","axon guidance",115,77,43.49,"2.0e-10"
"GO:0007155","cell adhesion",703,345,265.88,"2.9e-10"
"GO:0003007","heart morphogenesis",91,64,34.42,"2.9e-10"
"GO:0007268","synaptic transmission",354,191,133.88,"3.2e-10"
"GO:0040007","growth",531,270,200.83,"3.2e-10"
"GO:0022610","biological adhesion",704,345,266.26,"3.5e-10"
"GO:0051270","regulation of cellular component movemen...",221,129,83.58,"3.5e-10"
"GO:0009987","cellular process",11472,4460,4338.75,"3.7e-10"
"GO:0065008","regulation of biological quality",1607,721,607.77,"4.4e-10"
"GO:0014031","mesenchymal cell development",61,47,23.07,"4.6e-10"
"GO:0001822","kidney development",134,86,50.68,"4.9e-10"
"GO:0072001","renal system development",134,86,50.68,"4.9e-10"
"GO:0042127","regulation of cell proliferation",817,392,308.99,"6.5e-10"
"GO:0042692","muscle cell differentiation",167,102,63.16,"7.8e-10"
"GO:0008219","cell death",1140,527,431.15,"8.4e-10"
"GO:0001763","morphogenesis of a branching structure",143,90,54.08,"8.7e-10"
"GO:0042471","ear morphogenesis",78,56,29.5,"1.1e-09"
"GO:0012501","programmed cell death",1051,489,397.49,"1.2e-09"
"GO:0043010","camera-type eye development",124,80,46.9,"1.4e-09"
"GO:0022603","regulation of anatomical structure morph...",261,146,98.71,"1.6e-09"
"GO:0016265","death",1144,527,432.66,"1.6e-09"
"GO:0000122","negative regulation of transcription fro...",274,152,103.63,"1.6e-09"
"GO:0006915","apoptosis",1040,483,393.33,"2.1e-09"
"GO:0001708","cell fate specification",68,50,25.72,"2.2e-09"
"GO:0035239","tube morphogenesis",190,112,71.86,"2.3e-09"
"GO:0001657","ureteric bud development",63,47,23.83,"3.0e-09"
"GO:0030334","regulation of cell migration",200,116,75.64,"4.6e-09"
"GO:0051056","regulation of small GTPase mediated sign...",254,141,96.06,"5.9e-09"
"GO:0051969","regulation of transmission of nerve impu...",149,91,56.35,"6.4e-09"
"GO:0040012","regulation of locomotion",221,125,83.58,"9.6e-09"
"GO:0016043","cellular component organization",2595,1107,981.44,"1.0e-08"
"GO:0048592","eye morphogenesis",83,57,31.39,"1.1e-08"
"GO:0090066","regulation of anatomical structure size",378,196,142.96,"1.3e-08"
"GO:0010769","regulation of cell morphogenesis involve...",89,60,33.66,"1.3e-08"
"GO:0016055","Wnt receptor signaling pathway",161,96,60.89,"1.4e-08"
"GO:0045597","positive regulation of cell differentiat...",248,137,93.79,"1.5e-08"
"GO:0048704","embryonic skeletal system morphogenesis",65,47,24.58,"1.6e-08"
"GO:0034645","cellular macromolecule biosynthetic proc...",3319,1390,1255.26,"1.7e-08"
"GO:0001944","vasculature development",330,174,124.81,"1.8e-08"
"GO:0050804","regulation of synaptic transmission",139,85,52.57,"1.8e-08"
"GO:0022604","regulation of cell morphogenesis",137,84,51.81,"1.9e-08"
"GO:0030509","BMP signaling pathway",58,43,21.94,"1.9e-08"
"GO:0001837","epithelial to mesenchymal transition",28,25,10.59,"2.3e-08"
"GO:0048663","neuron fate commitment",46,36,17.4,"2.5e-08"
"GO:0051128","regulation of cellular component organiz...",470,235,177.76,"3.0e-08"
"GO:0009059","macromolecule biosynthetic process",3384,1413,1279.84,"3.0e-08"
"GO:0048754","branching morphogenesis of a tube",108,69,40.85,"3.3e-08"
"GO:0006793","phosphorus metabolic process",1291,579,488.26,"3.3e-08"
"GO:0006796","phosphate metabolic process",1291,579,488.26,"3.3e-08"
"GO:0031344","regulation of cell projection organizati...",120,75,45.38,"3.4e-08"
"GO:0035270","endocrine system development",79,54,29.88,"3.4e-08"
"GO:0031644","regulation of neurological system proces...",161,95,60.89,"3.5e-08"
"GO:0030029","actin filament-based process",277,149,104.76,"3.6e-08"
"GO:0043687","post-translational protein modification",1415,629,535.16,"4.0e-08"
"GO:0030510","regulation of BMP signaling pathway",30,26,11.35,"4.6e-08"
"GO:0030036","actin cytoskeleton organization",265,143,100.22,"5.3e-08"
"GO:0060562","epithelial tube morphogenesis",125,77,47.28,"5.5e-08"
"GO:0016310","phosphorylation",1117,506,422.45,"5.7e-08"
"GO:0001568","blood vessel development",323,169,122.16,"5.9e-08"
"GO:0008284","positive regulation of cell proliferatio...",457,228,172.84,"6.1e-08"
"GO:0010721","negative regulation of cell development",54,40,20.42,"6.4e-08"
"GO:0090101","negative regulation of transmembrane rec...",47,36,17.78,"6.8e-08"
"GO:0042472","inner ear morphogenesis",65,46,24.58,"6.8e-08"
"GO:0060548","negative regulation of cell death",403,204,152.42,"7.6e-08"
"GO:0009725","response to hormone stimulus",458,228,173.22,"7.7e-08"
"GO:0010648","negative regulation of cell communicatio...",289,153,109.3,"9.4e-08"
"GO:0043062","extracellular structure organization",191,108,72.24,"9.8e-08"
"GO:0009719","response to endogenous stimulus",517,253,195.53,"1.0e-07"
"GO:0065009","regulation of molecular function",945,433,357.4,"1.2e-07"
"GO:0048738","cardiac muscle tissue development",66,46,24.96,"1.4e-07"
"GO:0007243","protein kinase cascade",533,259,201.58,"1.5e-07"
"GO:0051216","cartilage development",97,62,36.69,"1.6e-07"
"GO:0006464","protein modification process",1659,723,627.44,"1.7e-07"
"GO:0032583","regulation of gene-specific transcriptio...",159,92,60.13,"2.0e-07"
"GO:0040008","regulation of growth",351,179,132.75,"2.5e-07"
"GO:0007265","Ras protein signal transduction",295,154,111.57,"2.7e-07"
"GO:0010975","regulation of neuron projection developm...",100,63,37.82,"2.7e-07"
"GO:0051179","localization",3256,1353,1231.43,"2.7e-07"
"GO:0007165","signal transduction",3095,1290,1170.54,"2.8e-07"
"GO:0042325","regulation of phosphorylation",481,235,181.92,"3.4e-07"
"GO:0019220","regulation of phosphate metabolic proces...",498,242,188.35,"3.9e-07"
"GO:0051174","regulation of phosphorus metabolic proce...",498,242,188.35,"3.9e-07"
"GO:0048514","blood vessel morphogenesis",274,144,103.63,"3.9e-07"
"GO:0010720","positive regulation of cell development",79,52,29.88,"4.0e-07"
"GO:0010551","regulation of gene-specific transcriptio...",119,72,45.01,"4.0e-07"
"GO:0032569","gene-specific transcription from RNA pol...",119,72,45.01,"4.0e-07"
"GO:0021983","pituitary gland development",35,28,13.24,"4.1e-07"
"GO:0001704","formation of primary germ layer",49,36,18.53,"4.1e-07"
"GO:0016070","RNA metabolic process",2449,1034,926.22,"4.3e-07"
"GO:0043069","negative regulation of programmed cell d...",395,197,149.39,"5.0e-07"
"GO:0044260","cellular macromolecule metabolic process",5397,2176,2041.16,"5.6e-07"
"GO:0051146","striated muscle cell differentiation",126,75,47.65,"5.8e-07"
"GO:0043066","negative regulation of apoptosis",389,194,147.12,"6.1e-07"
"GO:0032879","regulation of localization",683,319,258.31,"7.1e-07"
"GO:0032535","regulation of cellular component size",310,159,117.24,"7.4e-07"
"GO:0060538","skeletal muscle organ development",106,65,40.09,"7.4e-07"
"GO:0007519","skeletal muscle tissue development",104,64,39.33,"7.5e-07"
"GO:0009968","negative regulation of signal transducti...",261,137,98.71,"8.2e-07"
"GO:0023057","negative regulation of signaling process",261,137,98.71,"8.2e-07"
"GO:0051129","negative regulation of cellular componen...",150,86,56.73,"8.7e-07"
"GO:0007270","nerve-nerve synaptic transmission",67,45,25.34,"1.0e-06"
"GO:0043412","macromolecule modification",1731,745,654.67,"1.1e-06"
"GO:0001707","mesoderm formation",43,32,16.26,"1.1e-06"
"GO:0007498","mesoderm development",77,50,29.12,"1.2e-06"
"GO:0048332","mesoderm morphogenesis",45,33,17.02,"1.4e-06"
"GO:0002009","morphogenesis of an epithelium",186,102,70.35,"1.6e-06"
"GO:0000165","MAPKKK cascade",268,139,101.36,"1.6e-06"
"GO:0007548","sex differentiation",171,95,64.67,"1.7e-06"
"GO:0060429","epithelium development",334,168,126.32,"1.8e-06"
"GO:0050768","negative regulation of neurogenesis",49,35,18.53,"1.8e-06"
"GO:0034330","cell junction organization",70,46,26.47,"2.0e-06"
"GO:0007179","transforming growth factor beta receptor...",96,59,36.31,"2.1e-06"
"GO:0001649","osteoblast differentiation",76,49,28.74,"2.1e-06"
"GO:0007369","gastrulation",82,52,31.01,"2.2e-06"
"GO:0046578","regulation of Ras protein signal transdu...",212,113,80.18,"2.8e-06"
"GO:0006139","nucleobase, nucleoside, nucleotide and n...",3881,1584,1467.81,"2.9e-06"
"GO:0007160","cell-matrix adhesion",105,63,39.71,"3.1e-06"
"GO:0007610","behavior",514,244,194.4,"3.4e-06"
"GO:0030902","hindbrain development",69,45,26.1,"3.5e-06"
"GO:0055001","muscle cell development",87,54,32.9,"3.7e-06"
"GO:0050790","regulation of catalytic activity",814,369,307.86,"3.7e-06"
"GO:0031345","negative regulation of cell projection o...",39,29,14.75,"3.8e-06"
"GO:0055002","striated muscle cell development",81,51,30.63,"3.8e-06"
"GO:0003229","ventricular cardiac muscle tissue develo...",22,19,8.32,"3.8e-06"
"GO:0055010","ventricular cardiac muscle tissue morpho...",22,19,8.32,"3.8e-06"
"GO:0017015","regulation of transforming growth factor...",52,36,19.67,"4.2e-06"
"GO:0055008","cardiac muscle tissue morphogenesis",27,22,10.21,"4.3e-06"
"GO:0060415","muscle tissue morphogenesis",27,22,10.21,"4.3e-06"
"GO:0003013","circulatory system process",238,124,90.01,"4.4e-06"
"GO:0008015","blood circulation",238,124,90.01,"4.4e-06"
"GO:0043068","positive regulation of programmed cell d...",417,202,157.71,"4.6e-06"
"GO:0001701","in utero embryonic development",250,129,94.55,"5.4e-06"
"GO:0016358","dendrite development",60,40,22.69,"5.4e-06"
"GO:0003012","muscle system process",212,112,80.18,"5.4e-06"
"GO:0003015","heart process",98,59,37.06,"5.5e-06"
"GO:0060047","heart contraction",98,59,37.06,"5.5e-06"
"GO:0007612","learning",62,41,23.45,"5.6e-06"
"GO:0007611","learning or memory",121,70,45.76,"5.7e-06"
"GO:0021536","diencephalon development",45,32,17.02,"5.9e-06"
"GO:0031589","cell-substrate adhesion",136,77,51.44,"6.1e-06"
"GO:0016049","cell growth",237,123,89.63,"6.1e-06"
"GO:0010942","positive regulation of cell death",421,203,159.22,"6.4e-06"
"GO:0048589","developmental growth",171,93,64.67,"7.1e-06"
"GO:0010647","positive regulation of cell communicatio...",368,180,139.18,"7.2e-06"
"GO:0051094","positive regulation of developmental pro...",320,159,121.03,"8.1e-06"
"GO:0043113","receptor clustering",12,12,4.54,"8.5e-06"
"GO:0043434","response to peptide hormone stimulus",207,109,78.29,"8.7e-06"
"GO:0048741","skeletal muscle fiber development",55,37,20.8,"8.8e-06"
"GO:0033674","positive regulation of kinase activity",225,117,85.1,"9.1e-06"
"GO:0008285","negative regulation of cell proliferatio...",353,173,133.51,"9.3e-06"
"GO:0043065","positive regulation of apoptosis",414,199,156.58,"1.0e-05"
"GO:0021537","telencephalon development",85,52,32.15,"1.0e-05"
"GO:0001658","branching involved in ureteric bud morph...",33,25,12.48,"1.0e-05"
"GO:0042733","embryonic digit morphogenesis",33,25,12.48,"1.0e-05"
"GO:0060675","ureteric bud morphogenesis",33,25,12.48,"1.0e-05"
"GO:0001764","neuron migration",65,42,24.58,"1.0e-05"
"GO:0048167","regulation of synaptic plasticity",65,42,24.58,"1.0e-05"
"GO:0001558","regulation of cell growth",190,101,71.86,"1.1e-05"
"GO:0007172","signal complex assembly",18,16,6.81,"1.1e-05"
"GO:0006936","muscle contraction",197,104,74.51,"1.2e-05"
"GO:0045860","positive regulation of protein kinase ac...",215,112,81.31,"1.3e-05"
"GO:0044249","cellular biosynthetic process",4086,1655,1545.34,"1.3e-05"
"GO:0007264","small GTPase mediated signal transductio...",515,241,194.77,"1.4e-05"
"GO:0009954","proximal/distal pattern formation",23,19,8.7,"1.4e-05"
"GO:0045665","negative regulation of neuron differenti...",37,27,13.99,"1.5e-05"
"GO:0008361","regulation of cell size",252,128,95.31,"1.6e-05"
"GO:0051347","positive regulation of transferase activ...",234,120,88.5,"1.6e-05"
"GO:0010463","mesenchymal cell proliferation",30,23,11.35,"1.7e-05"
"GO:0003205","cardiac chamber development",39,28,14.75,"1.7e-05"
"GO:0009798","axis specification",39,28,14.75,"1.7e-05"
"GO:0008016","regulation of heart contraction",82,50,31.01,"1.7e-05"
"GO:0050808","synapse organization",78,48,29.5,"1.8e-05"
"GO:0071495","cellular response to endogenous stimulus",174,93,65.81,"1.8e-05"
"GO:0009058","biosynthetic process",4186,1691,1583.16,"1.9e-05"
"GO:0001932","regulation of protein amino acid phospho...",201,105,76.02,"2.0e-05"
"GO:0003208","cardiac ventricle morphogenesis",25,20,9.46,"2.0e-05"
"GO:0048864","stem cell development",25,20,9.46,"2.0e-05"
"GO:0048608","reproductive structure development",170,91,64.29,"2.0e-05"
"GO:0002088","lens development in camera-type eye",32,24,12.1,"2.1e-05"
"GO:0043085","positive regulation of catalytic activit...",496,232,187.59,"2.1e-05"
"GO:0009967","positive regulation of signal transducti...",334,163,126.32,"2.2e-05"
"GO:0023056","positive regulation of signaling process",334,163,126.32,"2.2e-05"
"GO:0044093","positive regulation of molecular functio...",566,261,214.06,"2.3e-05"
"GO:0042063","gliogenesis",87,52,32.9,"2.6e-05"
"GO:0043549","regulation of kinase activity",351,170,132.75,"2.6e-05"
"GO:0048593","camera-type eye morphogenesis",49,33,18.53,"2.6e-05"
"GO:0021510","spinal cord development",51,34,19.29,"2.7e-05"
"GO:0008286","insulin receptor signaling pathway",53,35,20.04,"2.8e-05"
"GO:0043112","receptor metabolic process",53,35,20.04,"2.8e-05"
"GO:0003206","cardiac chamber morphogenesis",36,26,13.62,"2.9e-05"
"GO:0034329","cell junction assembly",57,37,21.56,"3.0e-05"
"GO:0030514","negative regulation of BMP signaling pat...",22,18,8.32,"3.1e-05"
"GO:0048747","muscle fiber development",61,39,23.07,"3.1e-05"
"GO:0009953","dorsal/ventral pattern formation",67,42,25.34,"3.1e-05"
"GO:0051338","regulation of transferase activity",364,175,137.67,"3.3e-05"
"GO:0045859","regulation of protein kinase activity",336,163,127.08,"3.4e-05"
"GO:0030512","negative regulation of transforming grow...",29,22,10.97,"3.4e-05"
"GO:0043170","macromolecule metabolic process",5977,2372,2260.52,"3.6e-05"
"GO:0032870","cellular response to hormone stimulus",170,90,64.29,"3.9e-05"
"GO:0019827","stem cell maintenance",24,19,9.08,"4.3e-05"
"GO:0010552","positive regulation of gene-specific tra...",80,48,30.26,"4.5e-05"
"GO:0010001","glial cell differentiation",76,46,28.74,"4.8e-05"
"GO:0007015","actin filament organization",129,71,48.79,"4.9e-05"
"GO:0001667","ameboidal cell migration",56,36,21.18,"5.2e-05"
"GO:0035264","multicellular organism growth",95,55,35.93,"5.4e-05"
"GO:0010033","response to organic substance",886,390,335.09,"5.4e-05"
"GO:0048863","stem cell differentiation",35,25,13.24,"5.6e-05"
"GO:0060349","bone morphogenesis",35,25,13.24,"5.6e-05"
"GO:0010464","regulation of mesenchymal cell prolifera...",26,20,9.83,"5.6e-05"
"GO:0016337","cell-cell adhesion",269,133,101.74,"5.8e-05"
"GO:0043408","regulation of MAPKKK cascade",147,79,55.6,"5.8e-05"
"GO:0022612","gland morphogenesis",91,53,34.42,"5.9e-05"
"GO:0030325","adrenal gland development",10,10,3.78,"6.0e-05"
"GO:0021696","cerebellar cortex morphogenesis",16,14,6.05,"6.1e-05"
"GO:0044087","regulation of cellular component biogene...",134,73,50.68,"6.1e-05"
"GO:0060348","bone development",194,100,73.37,"6.2e-05"
"GO:0048546","digestive tract morphogenesis",37,26,13.99,"6.2e-05"
"GO:0071310","cellular response to organic substance",235,118,88.88,"6.4e-05"
"GO:0042221","response to chemical stimulus",1465,622,554.07,"6.5e-05"
"GO:0021915","neural tube development",85,50,32.15,"6.6e-05"
"GO:0021587","cerebellum morphogenesis",21,17,7.94,"6.7e-05"
"GO:0051932","synaptic transmission, GABAergic",21,17,7.94,"6.7e-05"
"GO:0008542","visual learning",28,21,10.59,"7.0e-05"
"GO:0060425","lung morphogenesis",28,21,10.59,"7.0e-05"
"GO:0045137","development of primary sexual characteri...",141,76,53.33,"7.0e-05"
"GO:0010717","regulation of epithelial to mesenchymal ...",13,12,4.92,"7.2e-05"
"GO:0032925","regulation of activin receptor signaling...",13,12,4.92,"7.2e-05"
"GO:0046661","male sex differentiation",79,47,29.88,"7.3e-05"
"GO:0010467","gene expression",3565,1443,1348.29,"7.6e-05"
"GO:0030879","mammary gland development",96,55,36.31,"8.0e-05"
"GO:0007632","visual behavior",30,22,11.35,"8.3e-05"
"GO:0050769","positive regulation of neurogenesis",67,41,25.34,"8.6e-05"
"GO:0007266","Rho protein signal transduction",133,72,50.3,"8.9e-05"
"GO:0048565","gut development",57,36,21.56,"9.0e-05"
"GO:0006807","nitrogen compound metabolic process",4280,1717,1618.71,"9.6e-05"
"GO:0007010","cytoskeleton organization",485,223,183.43,"0.00011"
"GO:0021575","hindbrain morphogenesis",25,19,9.46,"0.00012"
